المفهوم الأكاديمي,رابط المفهوم على سمارتيكل,التخصص الفرعي,عنوان المرجع الأكاديمي,رابط المرجع المباشر,التوثيق المنسق
محو الأمية، البيداغوجيا النقدية، والوصول إلى التعليم.,https://smarticle.tech/ar/article/literacy-critical-pedagogy-and-access-to-education-202605130228,Education,Critical Literacy and Urban Youth,https://archive.org/details/criticalliteracy0000morr,Critical Literacy and Urban Youth. بقلم Ernest Morrell. (2007). — Routledge. ردمك: 9781135599843
محو الأمية، البيداغوجيا النقدية، والوصول إلى التعليم.,https://smarticle.tech/ar/article/literacy-critical-pedagogy-and-access-to-education-202605130228,Education,Developing Media Literacy in Cyberspace,https://archive.org/details/developingmedial0000frec,"Developing Media Literacy in Cyberspace. بقلم Julie D. Frechette. (2002). — ABC-CLIO, LLC. ردمك: 9780275975784"
محو الأمية، البيداغوجيا النقدية، والوصول إلى التعليم.,https://smarticle.tech/ar/article/literacy-critical-pedagogy-and-access-to-education-202605130228,Education,Authority in language,https://openlibrary.org/works/OL1892734W,Authority in language. بقلم James Milroy، Lesley Milroy. (1927). — Routledge & K. Paul. ردمك: 9781136446184
محو الأمية، البيداغوجيا النقدية، والوصول إلى التعليم.,https://smarticle.tech/ar/article/literacy-critical-pedagogy-and-access-to-education-202605130228,Education,"[Papers presented at the 20th Annual Conference of the Ontario Educational Research Council, Toronto, Ontario, December 1-2, 1978]",https://openlibrary.org/works/OL12357435W,"[Papers presented at the 20th Annual Conference of the Ontario Educational Research Council, Toronto, Ontario, December 1-2, 1978]. بقلم Ontario Educational Research Council. Conference. (1966). — Sine nomine"
محو الأمية، البيداغوجيا النقدية، والوصول إلى التعليم.,https://smarticle.tech/ar/article/literacy-critical-pedagogy-and-access-to-education-202605130228,Education,The Pedagogy of Critical Enjoyment: Teaching and Reaching the Hearts and Minds of Adolescent Learners Through Media Literacy Education,https://doi.org/10.23860/jmle-4-2-2,"ريدموند، تيريزا. ""تربوية المتعة النقدية: التعليم والتواصل مع قلوب وعقول المتعلمين المراهقين من خلال تعليم محو الأمية الإعلامية"". *مجلة تعليم محو الأمية الإعلامية*، 2012."
محو الأمية، البيداغوجيا النقدية، والوصول إلى التعليم.,https://smarticle.tech/ar/article/literacy-critical-pedagogy-and-access-to-education-202605130228,Education,A Critical History of Art Education: Dangerous Memories and Critical Consciousness,https://doi.org/10.4324/9780203054192-4,التاريخ النقدي لتعليم الفن: ذكريات خطيرة والوعي النقدي. كروسرف، 2012.
محو الأمية، البيداغوجيا النقدية، والوصول إلى التعليم.,https://smarticle.tech/ar/article/literacy-critical-pedagogy-and-access-to-education-202605130228,Education,Critical Pedagogy and Postcolonial Education (Saudi Arabia),https://doi.org/10.4324/9781315092584-7,"تايلور، س. ""تربوية نقدية وتعليم ما بعد الاستعمار (السعودية)"". كروسرف، 2017."
محو الأمية، البيداغوجيا النقدية، والوصول إلى التعليم.,https://smarticle.tech/ar/article/literacy-critical-pedagogy-and-access-to-education-202605130228,Education,Critical Education and Pedagogy,https://doi.org/10.4324/9781315633640-9,"تايلور وفرانسيس. ""التعليم النقدي والتربوية النقدية"". كروسرف، 2015."
محو الأمية، البيداغوجيا النقدية، والوصول إلى التعليم.,https://smarticle.tech/ar/article/literacy-critical-pedagogy-and-access-to-education-202605130228,Education,"﻿Introduction: Critical Pedagogy, Social Justice, and Transformative Change﻿",https://doi.org/10.5771/9781666946352-1,المقدمة: التربية النقدية، العدالة الاجتماعية، والتغيير التحويلي. *كروسرف*، 2024.
محو الأمية، البيداغوجيا النقدية، والوصول إلى التعليم.,https://smarticle.tech/ar/article/literacy-critical-pedagogy-and-access-to-education-202605130228,Education,Chapter Ninteen: A Critical Pedagogy of Care and Respect: What Queer Literacy Pedagogy Can Teach Us About Education for Freedom,https://doi.org/10.3726/978-1-4539-1564-6/32,"ميلر، ج. ""الفصل التاسع عشر: تربوية نقدية للرعاية والاحترام: ماذا يمكن أن تعلمنا تربوية محو الأمية الكويرية عن التعليم من أجل الحرية"". كروسرف، 2015."
الاقتصاد الكلي: الناتج المحلي الإجمالي، السياسة المالية، ودورات الأعمال.,https://smarticle.tech/ar/article/macroeconomics-gdp-fiscal-policy-and-business-cycles-202605130238,Economics,Principles of Macroeconomics,https://archive.org/details/isbn_9781337920674,"Principles of Macroeconomics. بقلم N. Gregory Mankiw، Robin Stonecash، Joshua Gans. (1996). — Nelson, Thomson Learning. ردمك: 0030445981"
الاقتصاد الكلي: الناتج المحلي الإجمالي، السياسة المالية، ودورات الأعمال.,https://smarticle.tech/ar/article/macroeconomics-gdp-fiscal-policy-and-business-cycles-202605130238,Economics,Economics Today,https://archive.org/details/economicstoday100mill,Economics Today. بقلم Roger LeRoy Miller. (1973). — Pearson/Addison-Wesley. ردمك: 9780060444877
الاقتصاد الكلي: الناتج المحلي الإجمالي، السياسة المالية، ودورات الأعمال.,https://smarticle.tech/ar/article/macroeconomics-gdp-fiscal-policy-and-business-cycles-202605130238,Economics,Economics,https://archive.org/details/economics0000lips_e5d8,Economics. بقلم Richard G. Lipsey، Christopher Ragan، Paul Courant. (1966). — Longman. ردمك: 9780201360127
الاقتصاد الكلي: الناتج المحلي الإجمالي، السياسة المالية، ودورات الأعمال.,https://smarticle.tech/ar/article/macroeconomics-gdp-fiscal-policy-and-business-cycles-202605130238,Economics,"Economics, an introductory analysis",https://archive.org/details/lccn_61007584,"Economics, an introductory analysis. بقلم Paul Anthony Samuelson، Nordhaus, William D.، William D. Nordhaus. (1948). — Universidad del País Vasco. ردمك: 0070548889"
الاقتصاد الكلي: الناتج المحلي الإجمالي، السياسة المالية، ودورات الأعمال.,https://smarticle.tech/ar/article/macroeconomics-gdp-fiscal-policy-and-business-cycles-202605130238,Economics,Économie internationale,https://archive.org/details/economieinternat0000krug_h6w1,"Économie internationale. بقلم Paul R. Krugman، Maurice Obstfeld، Marc J. Melitz. (1987). — Pearson Education, Limited. ردمك: 9780316504751"
الاقتصاد الكلي: الناتج المحلي الإجمالي، السياسة المالية، ودورات الأعمال.,https://smarticle.tech/ar/article/macroeconomics-gdp-fiscal-policy-and-business-cycles-202605130238,Economics,"“When it rains, it pours”: Fiscal policy, credit constraints and business cycles in emerging and developed economies",https://doi.org/10.1016/j.jmacro.2021.103319,"كراستينا جامبوفا. ""عندما تمطر، تمطر بغزارة"": السياسة المالية، قيود الائتمان ودورات الأعمال في الاقتصادات الناشئة والمتطورة"". *كروسريف*، 2021."
الاقتصاد الكلي: الناتج المحلي الإجمالي، السياسة المالية، ودورات الأعمال.,https://smarticle.tech/ar/article/macroeconomics-gdp-fiscal-policy-and-business-cycles-202605130238,Economics,"Business Cycles, Fiscal Policy, and Budget Deficits",https://doi.org/10.1007/978-94-011-1364-9_5,"ريتشارد إتش. داي. ""دورات الأعمال، السياسة المالية، وعجز الميزانية"". كروسريف، 1994."
الاقتصاد الكلي: الناتج المحلي الإجمالي، السياسة المالية، ودورات الأعمال.,https://smarticle.tech/ar/article/macroeconomics-gdp-fiscal-policy-and-business-cycles-202605130238,Economics,On asymmetric business cycles and the effectiveness of counter-cyclical fiscal policies,https://doi.org/10.1016/j.jmacro.2007.02.008,"نيكولاس إي. ماجود. ""حول الدورات الاقتصادية غير المتماثلة وفعالية السياسات المالية المضادة للدورات"". *مجلة الاقتصاد الكلي*، 2008."
الاقتصاد الكلي: الناتج المحلي الإجمالي، السياسة المالية، ودورات الأعمال.,https://smarticle.tech/ar/article/macroeconomics-gdp-fiscal-policy-and-business-cycles-202605130238,Economics,"Inequality, Business Cycles, and Monetary-Fiscal Policy",https://doi.org/10.3386/w24710,"أنمول بهانداري وآخرون. ""عدم المساواة، دورات الأعمال، والسياسة النقدية-المالية"". *كروسريف*، 2018."
الاقتصاد الكلي: الناتج المحلي الإجمالي، السياسة المالية، ودورات الأعمال.,https://smarticle.tech/ar/article/macroeconomics-gdp-fiscal-policy-and-business-cycles-202605130238,Economics,Fiscal Policy and Public Debt,https://doi.org/10.1093/oso/9780198825371.003.0008,"كريستوفر تسوكيس. ""السياسة المالية والدين العام"". *كروسريف*، 2020."
الاقتصاد الجزئي: العرض، الطلب، توازن السوق، ونظرية الشركة.,https://smarticle.tech/ar/article/microeconomics-supply-demand-market-equilibrium-and-firm-theory-202605130251,Economics,Economics,https://archive.org/details/economicsintrodu0000bach_t6a7,Economics. بقلم George Leland Bach. (1954). — Prentice-Hall. ردمك: 9780135427125
الاقتصاد الجزئي: العرض، الطلب، توازن السوق، ونظرية الشركة.,https://smarticle.tech/ar/article/microeconomics-supply-demand-market-equilibrium-and-firm-theory-202605130251,Economics,"Economics, an introductory analysis",https://archive.org/details/lccn_61007584,"Economics, an introductory analysis. بقلم Paul Anthony Samuelson، Nordhaus, William D.، William D. Nordhaus. (1948). — Universidad del País Vasco. ردمك: 0070548889"
الاقتصاد الجزئي: العرض، الطلب، توازن السوق، ونظرية الشركة.,https://smarticle.tech/ar/article/microeconomics-supply-demand-market-equilibrium-and-firm-theory-202605130251,Economics,The economics of information technology,https://archive.org/details/economicsofinfor0000vari,The economics of information technology. بقلم Hal R. Varian، Joseph Farrell، Carl Shapiro. (2000). — Cambridge University Press. ردمك: 0511754167
الاقتصاد الجزئي: العرض، الطلب، توازن السوق، ونظرية الشركة.,https://smarticle.tech/ar/article/microeconomics-supply-demand-market-equilibrium-and-firm-theory-202605130251,Economics,Foundations of Real-World Economics,https://openlibrary.org/works/OL20520854W,Foundations of Real-World Economics. بقلم John Komlos. (2019). — Routledge. ردمك: 1351584693
الاقتصاد الجزئي: العرض، الطلب، توازن السوق، ونظرية الشركة.,https://smarticle.tech/ar/article/microeconomics-supply-demand-market-equilibrium-and-firm-theory-202605130251,Economics,Foundations of Organisational Economics,https://openlibrary.org/works/OL25766449W,Foundations of Organisational Economics. بقلم Paul Walker. (2021). — Taylor & Francis Group. ردمك: 1003128475
الاقتصاد الجزئي: العرض، الطلب، توازن السوق، ونظرية الشركة.,https://smarticle.tech/ar/article/microeconomics-supply-demand-market-equilibrium-and-firm-theory-202605130251,Economics,Economics of Crime,https://openlibrary.org/works/OL21652654W,Economics of Crime. بقلم Harold Winter. (2008). — Taylor & Francis Group. ردمك: 9781135982409
الاقتصاد الجزئي: العرض، الطلب، توازن السوق، ونظرية الشركة.,https://smarticle.tech/ar/article/microeconomics-supply-demand-market-equilibrium-and-firm-theory-202605130251,Economics,Microfoundations and Macroeconomics,https://openlibrary.org/works/OL4308686W,"Microfoundations and Macroeconomics. بقلم Steven Horwitz. (2000). — Taylor & Francis, Inc.. ردمك: 9780415197625"
الاقتصاد الجزئي: العرض، الطلب، توازن السوق، ونظرية الشركة.,https://smarticle.tech/ar/article/microeconomics-supply-demand-market-equilibrium-and-firm-theory-202605130251,Economics,Foundations of microeconomics,https://archive.org/details/foundationsofmic0000bade,Foundations of microeconomics. بقلم Robin Bade. (2003). — Pearson/Addison Wesley. ردمك: 9780321522504
الاقتصاد الجزئي: العرض، الطلب، توازن السوق، ونظرية الشركة.,https://smarticle.tech/ar/article/microeconomics-supply-demand-market-equilibrium-and-firm-theory-202605130251,Economics,Managerial economics,https://archive.org/details/managerialeconom0000thom_u6h4,Managerial economics. بقلم Christopher R. Thomas، Christopher R. Thomas، S. Charles Maurice. (2000). — McGraw-Hill Education. ردمك: 0072871741
الاقتصاد الجزئي: العرض، الطلب، توازن السوق، ونظرية الشركة.,https://smarticle.tech/ar/article/microeconomics-supply-demand-market-equilibrium-and-firm-theory-202605130251,Economics,Transaction costs and the contractual theory of the firm,https://doi.org/10.1017/cbo9780511625930.011,"ويليامسون، أوليفر إي. ""تكاليف المعاملات والنظرية التعاقدية للمؤسسة"". *كروسريف*، ١٩٩٩."
نظرية التجارة الدولية: الميزة النسبية، التعريفات، والاتفاقيات التجارية.,https://smarticle.tech/ar/article/international-trade-theory-comparative-advantage-tariffs-and-trade-agreemen-202605130301,Economics,Économie internationale,https://archive.org/details/economieinternat0000krug_h6w1,"Économie internationale. بقلم Paul R. Krugman، Maurice Obstfeld، Marc J. Melitz. (1987). — Pearson Education, Limited. ردمك: 9780316504751"
نظرية التجارة الدولية: الميزة النسبية، التعريفات، والاتفاقيات التجارية.,https://smarticle.tech/ar/article/international-trade-theory-comparative-advantage-tariffs-and-trade-agreemen-202605130301,Economics,Introduction to International Economics,https://archive.org/details/introductiontoin0000salv,Introduction to International Economics. بقلم Dominick Salvatore. (2004). — John Wiley [distributor]. ردمك: 0471202266
نظرية التجارة الدولية: الميزة النسبية، التعريفات، والاتفاقيات التجارية.,https://smarticle.tech/ar/article/international-trade-theory-comparative-advantage-tariffs-and-trade-agreemen-202605130301,Economics,Canada's comparative advantage and the Free Trade Agreement,https://openlibrary.org/works/OL9493885W,"Canada's comparative advantage and the Free Trade Agreement. بقلم Joseph A. Stevano. (1989). — Dept. of Economics, York University"
نظرية التجارة الدولية: الميزة النسبية، التعريفات، والاتفاقيات التجارية.,https://smarticle.tech/ar/article/international-trade-theory-comparative-advantage-tariffs-and-trade-agreemen-202605130301,Economics,Comparative Advantage and the Labor Theory of Value,https://doi.org/10.1215/00182702-1430301,"خورخي موراليس ميوكي. ""الميزة النسبية ونظرية القيمة للعمل"". Crossref، 2011."
نظرية التجارة الدولية: الميزة النسبية، التعريفات، والاتفاقيات التجارية.,https://smarticle.tech/ar/article/international-trade-theory-comparative-advantage-tariffs-and-trade-agreemen-202605130301,Economics,Trade Agreements: Theoretical Foundations,https://doi.org/10.1093/acrefore/9780190625979.013.324,"مصطفى بشكار وإريك بوند. ""اتفاقيات التجارة: الأسس النظرية"". موسوعة أوكسفورد للأبحاث في الاقتصاد والتمويل، 2019."
نظرية التجارة الدولية: الميزة النسبية، التعريفات، والاتفاقيات التجارية.,https://smarticle.tech/ar/article/international-trade-theory-comparative-advantage-tariffs-and-trade-agreemen-202605130301,Economics,The World Trade Organization’s International Trade Agreements – A Synopsis of the Other Multilateral and the Plurilateral Agreements,https://doi.org/10.4324/9781351259002-2,"غرايمل بابر. ""اتفاقيات التجارة الدولية لمنظمة التجارة العالمية – ملخص للاتفاقيات المتعددة الأطراف وللاتفاقيات متعددة الأطراف"". Crossref، 2018."
نظرية التجارة الدولية: الميزة النسبية، التعريفات، والاتفاقيات التجارية.,https://smarticle.tech/ar/article/international-trade-theory-comparative-advantage-tariffs-and-trade-agreemen-202605130301,Economics,The World Trade Organization’s International Trade Agreements – The General Agreement on Tariffs and Trade,https://doi.org/10.4324/9781351259002-1,"غرايمل بابر. ""اتفاقيات التجارة الدولية لمنظمة التجارة العالمية – الاتفاق العام بشأن التعريفات الجمركية والتجارة"". Crossref، 2018."
نظرية التجارة الدولية: الميزة النسبية، التعريفات، والاتفاقيات التجارية.,https://smarticle.tech/ar/article/international-trade-theory-comparative-advantage-tariffs-and-trade-agreemen-202605130301,Economics,A Political Economy Theory of International Trade Agreements,https://doi.org/10.23943/princeton/9780691135298.003.0002,"إدوارد د. مانسفيلد وهيلين ف. ميلنر. ""نظرية الاقتصاد السياسي لاتفاقيات التجارة الدولية"". Crossref، 2012."
نظرية التجارة الدولية: الميزة النسبية، التعريفات، والاتفاقيات التجارية.,https://smarticle.tech/ar/article/international-trade-theory-comparative-advantage-tariffs-and-trade-agreemen-202605130301,Economics,The spread of international trade agreements,https://doi.org/10.4324/9781351046954-5,"زكريا سورغو. ""انتشار اتفاقيات التجارة الدولية"". Crossref، 2018."
العلوم السياسية: أنظمة الحكم، نظرية الدولة، والسلطة السياسية.,https://smarticle.tech/ar/article/political-science-governance-systems-state-theory-and-political-authority-202605130322,Politics,The Prince,https://archive.org/details/machiavelli00machuoft,"The Prince. بقلم Niccolò Machiavelli. (1515). — Penguin Books, Limited. ردمك: 9781975853143"
العلوم السياسية: أنظمة الحكم، نظرية الدولة، والسلطة السياسية.,https://smarticle.tech/ar/article/political-science-governance-systems-state-theory-and-political-authority-202605130322,Politics,πολιτεία,https://archive.org/details/republicofplat00plat,πολιτεία. بقلم Πλάτων. (1554). — Namaskar Books. ردمك: 9603520950
العلوم السياسية: أنظمة الحكم، نظرية الدولة، والسلطة السياسية.,https://smarticle.tech/ar/article/political-science-governance-systems-state-theory-and-political-authority-202605130322,Politics,On Liberty,https://archive.org/details/onliberty00mill,On Liberty. بقلم John Stuart Mill. (1859). — Atlantic Monthly Press. ردمك: 1792105355
العلوم السياسية: أنظمة الحكم، نظرية الدولة، والسلطة السياسية.,https://smarticle.tech/ar/article/political-science-governance-systems-state-theory-and-political-authority-202605130322,Politics,Utopia,https://archive.org/details/TheUtopia,Utopia. بقلم Thomas More. (1518). — Editorial Porrúa. ردمك: 143321265X
العلوم السياسية: أنظمة الحكم، نظرية الدولة، والسلطة السياسية.,https://smarticle.tech/ar/article/political-science-governance-systems-state-theory-and-political-authority-202605130322,Politics,The Art of War,https://archive.org/details/artofwaroldestmi00suntuoft,The Art of War. بقلم 孙武 (Sun Tzu)، Stephen F. Kaufman، Lionel Giles. (1900). — Distributed in the United States by Random House. ردمك: 0344892581
العلوم السياسية: أنظمة الحكم، نظرية الدولة، والسلطة السياسية.,https://smarticle.tech/ar/article/political-science-governance-systems-state-theory-and-political-authority-202605130322,Politics,The Autobiography of Benjamin Franklin,https://archive.org/details/autobiographyofb0000fran_s6g2,The Autobiography of Benjamin Franklin. بقلم Benjamin Franklin. (1791). — Printed for Cushing and Carlton. ردمك: 1534829741
العلوم السياسية: أنظمة الحكم، نظرية الدولة، والسلطة السياسية.,https://smarticle.tech/ar/article/political-science-governance-systems-state-theory-and-political-authority-202605130322,Politics,Walden,https://archive.org/details/waldenorlifei00thor,Walden. بقلم Henry David Thoreau. (1854). — Harper & Row. ردمك: 1719479283
العلوم السياسية: أنظمة الحكم، نظرية الدولة، والسلطة السياسية.,https://smarticle.tech/ar/article/political-science-governance-systems-state-theory-and-political-authority-202605130322,Politics,La Divina Commedia,https://archive.org/details/commedi03dant,La Divina Commedia. بقلم Dante Alighieri. (1472). — Dent Dutton. ردمك: 1790482976
العلوم السياسية: أنظمة الحكم، نظرية الدولة، والسلطة السياسية.,https://smarticle.tech/ar/article/political-science-governance-systems-state-theory-and-political-authority-202605130322,Politics,The modern state and the concept of authority,https://doi.org/10.4337/9781784711627.00009,"ترُوبِير، ميشيل. ""الدولة الحديثة ومفهوم السلطة"". كروسريف، 2016."
العلوم السياسية: أنظمة الحكم، نظرية الدولة، والسلطة السياسية.,https://smarticle.tech/ar/article/political-science-governance-systems-state-theory-and-political-authority-202605130322,Politics,Synthesizing governance themes from political and management theory,https://doi.org/10.4324/9780203390122-15,"""توليف موضوعات الحوكمة من نظريات السياسة والإدارة"". كروسريف، 2013."
نظرية الديمقراطية: الانتخابات والتمثيل والشرعية,https://smarticle.tech/ar/article/democratic-theory-elections-representation-and-legitimacy-202605191033,Politics,"To hell with culture, and other essays on art and society",https://archive.org/details/tohellwithcultur00read_0,"To hell with culture, and other essays on art and society. بقلم Herbert Edward Read. (1941). — Routledge. ردمك: 1134438303"
نظرية الديمقراطية: الانتخابات والتمثيل والشرعية,https://smarticle.tech/ar/article/democratic-theory-elections-representation-and-legitimacy-202605191033,Politics,"Hayek, Mill, and the liberal tradition",https://openlibrary.org/works/OL16964730W,"Hayek, Mill, and the liberal tradition. بقلم Andrew Farrant. (2010). — Routledge. ردمك: 9781136853302"
نظرية الديمقراطية: الانتخابات والتمثيل والشرعية,https://smarticle.tech/ar/article/democratic-theory-elections-representation-and-legitimacy-202605191033,Politics,Social capital and democratisation,https://archive.org/details/socialcapitaldem0000aber,Social capital and democratisation. بقلم Martin Åberg، Mikael Sandberg. (2003). — ASHGATE. ردمك: 9781351899727
نظرية الديمقراطية: الانتخابات والتمثيل والشرعية,https://smarticle.tech/ar/article/democratic-theory-elections-representation-and-legitimacy-202605191033,Politics,Perfecting Parliament,https://openlibrary.org/works/OL21027391W,Perfecting Parliament. بقلم Roger D. Congleton. (2010). — Cambridge University Press. ردمك: 9780511911668
نظرية الديمقراطية: الانتخابات والتمثيل والشرعية,https://smarticle.tech/ar/article/democratic-theory-elections-representation-and-legitimacy-202605191033,Politics,Democracy and democratization,https://openlibrary.org/works/OL2089545W,Democracy and democratization. بقلم Georg Sørensen، Georg Srensen، Georg Sorensen. (1992). — Westview Press. ردمك: 9780429974953
نظرية الديمقراطية: الانتخابات والتمثيل والشرعية,https://smarticle.tech/ar/article/democratic-theory-elections-representation-and-legitimacy-202605191033,Politics,Theories of Democracy,https://archive.org/details/theoriesdemocrac00cunn,Theories of Democracy. بقلم F. Cunningham. (2001). — Routledge. ردمك: 9780415228787
نظرية الديمقراطية: الانتخابات والتمثيل والشرعية,https://smarticle.tech/ar/article/democratic-theory-elections-representation-and-legitimacy-202605191033,Politics,Legitimacy and Representation beyond Elections (Part One),https://doi.org/10.23943/princeton/9780691181998.003.0004,"Hélène Landemore. ""Legitimacy and Representation beyond Elections (Part One)"". crossref, 2020."
نظرية الديمقراطية: الانتخابات والتمثيل والشرعية,https://smarticle.tech/ar/article/democratic-theory-elections-representation-and-legitimacy-202605191033,Politics,Winning Isn't Everything: Losers' Consent and Democratic Legitimacy,https://doi.org/10.1093/0199276382.003.0001,"Christopher J. Anderson, André Blais, Shaun Bowler, Todd Donovan, Ola Listhaug. ""Winning Isn't Everything: Losers' Consent and Democratic Legitimacy"". crossref, 2005."
نظرية الديمقراطية: الانتخابات والتمثيل والشرعية,https://smarticle.tech/ar/article/democratic-theory-elections-representation-and-legitimacy-202605191033,Politics,EU Democratic Deficit(s) and Legitimacy; System Versus Sub-System Level,https://doi.org/10.1007/978-3-319-08774-0_10,"Alexander Katsaitis. ""EU Democratic Deficit(s) and Legitimacy; System Versus Sub-System Level"". crossref, 2014."
نظرية الديمقراطية: الانتخابات والتمثيل والشرعية,https://smarticle.tech/ar/article/democratic-theory-elections-representation-and-legitimacy-202605191033,Politics,Chapter 2. Are American Elections Sufficiently Democratic?,https://doi.org/10.9783/9780812208177.26,"""Chapter 2. Are American Elections Sufficiently Democratic?"". crossref, 2013."
العلاقات الدولية: الواقعية، الليبرالية، وديناميات القوة العالمية.,https://smarticle.tech/ar/article/international-relations-realism-liberalism-and-global-power-dynamics-202605191105,Politics,The Art of War,https://archive.org/details/artofwaroldestmi00suntuoft,The Art of War. بقلم 孙武 (Sun Tzu)، Stephen F. Kaufman، Lionel Giles. (1900). — Distributed in the United States by Random House. ردمك: 0344892581
العلاقات الدولية: الواقعية، الليبرالية، وديناميات القوة العالمية.,https://smarticle.tech/ar/article/international-relations-realism-liberalism-and-global-power-dynamics-202605191105,Politics,"Comparative Aanalysis of National Security Strategies of Armenia in the Context of Political Realism, Liberalism, and Marxism",https://doi.org/10.46991/jops/2023.2.6.011,"ف. أتويان، لوغان بروسيوس، فahrام هوفيان. ""تحليل مقارن لاستراتيجيات الأمن القومي لأرمينيا في سياق الواقعية السياسية، الليبرالية، والماركسية"". semantic_scholar_foundational، 2023."
العلاقات الدولية: الواقعية، الليبرالية، وديناميات القوة العالمية.,https://smarticle.tech/ar/article/international-relations-realism-liberalism-and-global-power-dynamics-202605191105,Politics,"A Reflexive Critique of Inter-paradigm Divisions in International Relations Theory: On Anarchy, Hierarchy and Pre-1919 Theory",https://doi.org/10.1177/00208817221102050,"غانتشيف، إيفو. ""نقد تأملي لتقسيمات ما بين النماذج في نظرية العلاقات الدولية: حول الفوضى، التسلسل الهرمي، والنظرية قبل عام 1919"". semantic_scholar_foundational، 2022."
آلية نقد البابا فرنسيس للشعبوية تكشف عن تسليح الدين.,https://smarticle.tech/ar/article/pope-francis-populism-critique-mechanism-exposes-religious-weaponization-202605241102,Politics,“How Can We Abandon Them?” The Legacy of Pope Francis on Right-Wing Populism,https://doi.org/10.55476/001c.155051,كيف يمكننا التخلي عنهم؟” إرث البابا فرنسيس إزاء الشعبوية اليمينية المتطرفة.
آلية نقد البابا فرنسيس للشعبوية تكشف عن تسليح الدين.,https://smarticle.tech/ar/article/pope-francis-populism-critique-mechanism-exposes-religious-weaponization-202605241102,Politics,Pope Francis and populism – resemblances and differences,https://doi.org/10.4324/9781003349099-4,البابا فرنسيس والشعبوية – أوجه التشابه والاختلاف.
آلية نقد البابا فرنسيس للشعبوية تكشف عن تسليح الدين.,https://smarticle.tech/ar/article/pope-francis-populism-critique-mechanism-exposes-religious-weaponization-202605241102,Politics,Culture War: Exploring the Backing from the Portuguese Catholic Church and Christian Movements to Populist Party Chega,https://doi.org/10.3390/rel15121436,الحرب الثقافية: استكشاف الدعم من الكنيسة الكاثوليكية البرتغالية والحركات المسيحية للحزب الشعبوي شينغا.
آلية نقد البابا فرنسيس للشعبوية تكشف عن تسليح الدين.,https://smarticle.tech/ar/article/pope-francis-populism-critique-mechanism-exposes-religious-weaponization-202605241102,Politics,Culture War: Exploring the Influence of the Christian Religion and the Catholic Church Backing on Populist Party CHEGA,https://doi.org/10.20944/preprints202404.1287.v1,الحرب الثقافية: استكشاف تأثير الدين المسيحي ودعم الكنيسة الكاثوليكية على الحزب الشعبوي شينغا.
نموذج ثقة محدودة لديناميكيات الرأي مع احتمالات تفاعل تكيفية.,https://smarticle.tech/ar/article/a-bounded-confidence-model-of-opinion-dynamics-with-adaptive-interaction-pr-202605250834,Sociology,A Bounded-Confidence Model of Opinion Dynamics with Adaptive Interaction Probabilities,https://arxiv.org/abs/2605.20418,"تومبسكاي، ليلى وآخرون. ""نموذج ثقة محدودة لديناميكيات الرأي مع احتمالات تفاعل متكيفة"". أركسف، 2026."
نموذج ثقة محدودة لديناميكيات الرأي مع احتمالات تفاعل تكيفية.,https://smarticle.tech/ar/article/a-bounded-confidence-model-of-opinion-dynamics-with-adaptive-interaction-pr-202605250834,Sociology,Analysis of Opinion Evolution Based on Hegselmann–Krause Model with Historical Opinion,https://doi.org/10.3390/e28050541,"تحليل تطور الرأي بناءً على نموذج هيغلسمان-كراوس مع الرأي التاريخي""."
نموذج ثقة محدودة لديناميكيات الرأي مع احتمالات تفاعل تكيفية.,https://smarticle.tech/ar/article/a-bounded-confidence-model-of-opinion-dynamics-with-adaptive-interaction-pr-202605250834,Sociology,Mathematical Modeling of Opinion Dynamics under Algorithmic Amplifications: A Bifurcation Analysis,https://doi.org/10.34248/bsengineering.1882307,"النمذجة الرياضية لديناميكيات الرأي تحت التضخيم الخوارزمي: تحليل bifurcation""."
نموذج ثقة محدودة لديناميكيات الرأي مع احتمالات تفاعل تكيفية.,https://smarticle.tech/ar/article/a-bounded-confidence-model-of-opinion-dynamics-with-adaptive-interaction-pr-202605250834,Sociology,A Utility-Driven Bounded-Confidence Model for Opinion Dynamics,https://arxiv.org/abs/2605.21844,"""نموذج ثقة محدودة مدفوع بالمنفعة لديناميكيات الرأي""."
نموذج ثقة محدودة لديناميكيات الرأي مع احتمالات تفاعل تكيفية.,https://smarticle.tech/ar/article/a-bounded-confidence-model-of-opinion-dynamics-with-adaptive-interaction-pr-202605250834,Sociology,Opinion Dynamics With Social Confirmation Effect: An Adaptive Hegselmann-Krause Model,https://doi.org/10.1109/TCSS.2025.3611520,"ديناميكيات الرأي مع تأثير التأكيد الاجتماعي: نموذج هيغلسمان-كراوس متكيف""."
تصور وتعريف الاقتصاد الدائري الفضائي (CSE),https://smarticle.tech/ar/article/conceptualizing-and-defining-the-circular-space-economy-202605251136,Economics,Conceptualizing and Defining the Circular Space Economy,https://arxiv.org/abs/2605.23740,"جوناس باهلمان وآخرون. ""ت conceptualizing and Defining the Circular Space Economy"". أركسف، 2026."
تصور وتعريف الاقتصاد الدائري الفضائي (CSE),https://smarticle.tech/ar/article/conceptualizing-and-defining-the-circular-space-economy-202605251136,Economics,A Systematic Review of Circularity and Sustainability Strategies in the Space Industry,https://doi.org/10.3390/engproc2026133016,"""A Systematic Review of Circularity and Sustainability Strategies in the Space Industry"". *ceedings الهندسية*، 2023."
