Academic Concept (EN),Academic Concept (AR),Concept URL (EN),Concept URL (AR),Subcategory,Reference Title,Reference URL,Citation (EN),Citation (AR)
Arabic Conditional and Exceptive Structures (Sharat and Istithna),هياكل الشرط والاستثناء في العربية (Sharat and Istithna).,https://smarticle.tech/en/article/arabic-conditional-and-exceptive-structures-sharat-and-istithna-202605120728,https://smarticle.tech/ar/article/arabic-conditional-and-exceptive-structures-sharat-and-istithna-202605120728,Arabic Grammar,Connected And Free Exceptive Constructions In Najdi Arabic,https://doi.org/10.18860/ijazarabi.v9i1.36874,"Bader Yousef Alharbi. ""Connected And Free Exceptive Constructions In Najdi Arabic"". crossref, 2025.","بدر يوسف الحربي. ""التركيبات الاستثنائية المتصلة والحرة في اللهجة النجدية"". *كروسرف*، 2025."
Arabic Conditional and Exceptive Structures (Sharat and Istithna),هياكل الشرط والاستثناء في العربية (Sharat and Istithna).,https://smarticle.tech/en/article/arabic-conditional-and-exceptive-structures-sharat-and-istithna-202605120728,https://smarticle.tech/ar/article/arabic-conditional-and-exceptive-structures-sharat-and-istithna-202605120728,Arabic Grammar,The Syntax of ʔiˈða al-fud͡ʒɑːʔiːja ‘If of Surprise’ in Classical Arabic,https://doi.org/10.17507/tpls.1404.12,"Saleem Abdelhady. ""The Syntax of ʔiˈða al-fud͡ʒɑːʔiːja ‘If of Surprise’ in Classical Arabic"". crossref, 2024.","سليم عبد الهادي. ""تركيب 'إذا الفجائية' في العربية الفصحى"". *كروسرف*، 2024."
The Arabic Root-and-Pattern System: Triliteral Roots and Word Derivation,نظام الجذر والوزن في العربية: الجذور الثلاثية وتوليد الكلمات,https://smarticle.tech/en/article/the-arabic-root-and-pattern-system-triliteral-roots-and-word-derivation-202605120734,https://smarticle.tech/ar/article/the-arabic-root-and-pattern-system-triliteral-roots-and-word-derivation-202605120734,Arabic Morphology,Arabic morphology and phonology,https://openlibrary.org/works/OL4439948W,"Arabic morphology and phonology. by Aḥmad ibn ʻAlī Ibn Masʻūd, Ahmad Ibn Ali Ibn Masud, Joyce Akesson. (2001). — Brill Academic Publishers. ISBN: 9004120289",Arabic morphology and phonology. بقلم Aḥmad ibn ʻAlī Ibn Masʻūd، Ahmad Ibn Ali Ibn Masud، Joyce Akesson. (2001). — Brill Academic Publishers. ردمك: 9004120289
The Arabic Root-and-Pattern System: Triliteral Roots and Word Derivation,نظام الجذر والوزن في العربية: الجذور الثلاثية وتوليد الكلمات,https://smarticle.tech/en/article/the-arabic-root-and-pattern-system-triliteral-roots-and-word-derivation-202605120734,https://smarticle.tech/ar/article/the-arabic-root-and-pattern-system-triliteral-roots-and-word-derivation-202605120734,Arabic Morphology,Marāḥ al-arwāḥ,https://openlibrary.org/works/OL4439949W,Marāḥ al-arwāḥ. by Aḥmad ibn ʻAlī Ibn Masʻūd. (1986). — Maktabah Ḥabībīyah. ISBN: 9789004093119,Marāḥ al-arwāḥ. بقلم Aḥmad ibn ʻAlī Ibn Masʻūd. (1986). — Maktabah Ḥabībīyah. ردمك: 9789004093119
The Arabic Root-and-Pattern System: Triliteral Roots and Word Derivation,نظام الجذر والوزن في العربية: الجذور الثلاثية وتوليد الكلمات,https://smarticle.tech/en/article/the-arabic-root-and-pattern-system-triliteral-roots-and-word-derivation-202605120734,https://smarticle.tech/ar/article/the-arabic-root-and-pattern-system-triliteral-roots-and-word-derivation-202605120734,Arabic Morphology,Muʻjam taqālīb al-judhūr al-ʻarabīyah,https://openlibrary.org/works/OL33047141W,Muʻjam taqālīb al-judhūr al-ʻarabīyah. by Maḥmūd Jibālī. (2008). — Maktabat al-Ādāb. ISBN: 9774680286,Muʻjam taqālīb al-judhūr al-ʻarabīyah. بقلم Maḥmūd Jibālī. (2008). — Maktabat al-Ādāb. ردمك: 9774680286
The Arabic Root-and-Pattern System: Triliteral Roots and Word Derivation,نظام الجذر والوزن في العربية: الجذور الثلاثية وتوليد الكلمات,https://smarticle.tech/en/article/the-arabic-root-and-pattern-system-triliteral-roots-and-word-derivation-202605120734,https://smarticle.tech/ar/article/the-arabic-root-and-pattern-system-triliteral-roots-and-word-derivation-202605120734,Arabic Morphology,al-Muʻjam al-ṣarfī li-alfāẓ al-Qurʼān al-karīm,https://openlibrary.org/works/OL32632169W,al-Muʻjam al-ṣarfī li-alfāẓ al-Qurʼān al-karīm. by ʻAwaḍ Muḥammad Baḥr. (2017). — Maktabat al-Ādāb. ISBN: 9789774689352,al-Muʻjam al-ṣarfī li-alfāẓ al-Qurʼān al-karīm. بقلم ʻAwaḍ Muḥammad Baḥr. (2017). — Maktabat al-Ādāb. ردمك: 9789774689352
The Arabic Root-and-Pattern System: Triliteral Roots and Word Derivation,نظام الجذر والوزن في العربية: الجذور الثلاثية وتوليد الكلمات,https://smarticle.tech/en/article/the-arabic-root-and-pattern-system-triliteral-roots-and-word-derivation-202605120734,https://smarticle.tech/ar/article/the-arabic-root-and-pattern-system-triliteral-roots-and-word-derivation-202605120734,Arabic Morphology,Arabic Morphology,https://openlibrary.org/works/OL36455205W,Arabic Morphology. by Sayyid Muhammad Rida Tabataba&apos;i. (2021). — Islamic College for Advanced Studies Publications. ISBN: 9781907905452,Arabic Morphology. بقلم Sayyid Muhammad Rida Tabataba&apos;i. (2021). — Islamic College for Advanced Studies Publications. ردمك: 9781907905452
The Arabic Root-and-Pattern System: Triliteral Roots and Word Derivation,نظام الجذر والوزن في العربية: الجذور الثلاثية وتوليد الكلمات,https://smarticle.tech/en/article/the-arabic-root-and-pattern-system-triliteral-roots-and-word-derivation-202605120734,https://smarticle.tech/ar/article/the-arabic-root-and-pattern-system-triliteral-roots-and-word-derivation-202605120734,Arabic Morphology,Encyclopaedic Cross-Reference Dictionary of the Quran : Arabic-Arabic-English,https://openlibrary.org/works/OL25595489W,Encyclopaedic Cross-Reference Dictionary of the Quran : Arabic-Arabic-English. by Gatie Al-Hilfy. (2021). — Independently Published. ISBN: 9798511536002,Encyclopaedic Cross-Reference Dictionary of the Quran : Arabic-Arabic-English. بقلم Gatie Al-Hilfy. (2021). — Independently Published. ردمك: 9798511536002
The Arabic Root-and-Pattern System: Triliteral Roots and Word Derivation,نظام الجذر والوزن في العربية: الجذور الثلاثية وتوليد الكلمات,https://smarticle.tech/en/article/the-arabic-root-and-pattern-system-triliteral-roots-and-word-derivation-202605120734,https://smarticle.tech/ar/article/the-arabic-root-and-pattern-system-triliteral-roots-and-word-derivation-202605120734,Arabic Morphology,Encyclopaedic Cross-Reference Dictionary of the Quran Arabic Arabic English &#1575;&#1604;&#1605;&#1593;&#1580;&#1605; &#1575;&#1604;&#1605;&#1581;&#1,https://openlibrary.org/works/OL36167578W,Encyclopaedic Cross-Reference Dictionary of the Quran Arabic Arabic English &#1575;&#1604;&#1605;&#1593;&#1580;&#1605; &#1575;&#1604;&#1605;&#1581;&#1610;&#1591; &#1575;&#1604;&#1578;&#1585;&#1580;&#1605;&#1575;&#1606; &#1601;&#1610; &#1605;&#1601;&#1585;&#1583;&#1575;&#1578; &#1608;&#1571;&#1604;&#1601;&#1575;&#1592; &#1575;&#1604;&#1602;&#1585;&#1570;&#1606;. by Gatie Al-Hilfy. (2021). — Independently Published. ISBN: 9798450954073,Encyclopaedic Cross-Reference Dictionary of the Quran Arabic Arabic English &#1575;&#1604;&#1605;&#1593;&#1580;&#1605; &#1575;&#1604;&#1605;&#1581;&#1610;&#1591; &#1575;&#1604;&#1578;&#1585;&#1580;&#1605;&#1575;&#1606; &#1601;&#1610; &#1605;&#1601;&#1585;&#1583;&#1575;&#1578; &#1608;&#1571;&#1604;&#1601;&#1575;&#1592; &#1575;&#1604;&#1602;&#1585;&#1570;&#1606;. بقلم Gatie Al-Hilfy. (2021). — Independently Published. ردمك: 9798450954073
The Arabic Root-and-Pattern System: Triliteral Roots and Word Derivation,نظام الجذر والوزن في العربية: الجذور الثلاثية وتوليد الكلمات,https://smarticle.tech/en/article/the-arabic-root-and-pattern-system-triliteral-roots-and-word-derivation-202605120734,https://smarticle.tech/ar/article/the-arabic-root-and-pattern-system-triliteral-roots-and-word-derivation-202605120734,Arabic Morphology,Encyclopaedic Crossreference Dictionary of the Quran Arabic Arabic English &#1575;&#1604;&#1605;&#1593;&#1580;&#1605; &#1575;&#1604;&#1605;&#1581;&#16,https://openlibrary.org/works/OL26819803W,Encyclopaedic Crossreference Dictionary of the Quran Arabic Arabic English &#1575;&#1604;&#1605;&#1593;&#1580;&#1605; &#1575;&#1604;&#1605;&#1581;&#1610;&#1591; &#1575;&#1604;&#1578;&#1585;&#1580;&#1605;&#1575;&#1606; &#1601;&#1610; &#1605;&#1601;&#1585;&#1583;&#1575;&#1578; &#1608;&#1571;&#1604;&#1601;&#1575;&#1592; &#1575;&#1604;&#1602;&#1585;&#1570;&#1606;. by Gatie Niema Al-Hilfy. (2021). — Independently Published. ISBN: 9798542176291,Encyclopaedic Crossreference Dictionary of the Quran Arabic Arabic English &#1575;&#1604;&#1605;&#1593;&#1580;&#1605; &#1575;&#1604;&#1605;&#1581;&#1610;&#1591; &#1575;&#1604;&#1578;&#1585;&#1580;&#1605;&#1575;&#1606; &#1601;&#1610; &#1605;&#1601;&#1585;&#1583;&#1575;&#1578; &#1608;&#1571;&#1604;&#1601;&#1575;&#1592; &#1575;&#1604;&#1602;&#1585;&#1570;&#1606;. بقلم Gatie Niema Al-Hilfy. (2021). — Independently Published. ردمك: 9798542176291
The Arabic Root-and-Pattern System: Triliteral Roots and Word Derivation,نظام الجذر والوزن في العربية: الجذور الثلاثية وتوليد الكلمات,https://smarticle.tech/en/article/the-arabic-root-and-pattern-system-triliteral-roots-and-word-derivation-202605120734,https://smarticle.tech/ar/article/the-arabic-root-and-pattern-system-triliteral-roots-and-word-derivation-202605120734,Arabic Morphology,Encyclopaedic Cross-Reference Dictionary of the Quran : Arabic - Arabic - English,https://openlibrary.org/works/OL27491572W,Encyclopaedic Cross-Reference Dictionary of the Quran : Arabic - Arabic - English. by Gatie Niema Al-Hilfy. (2021). — Independently Published. ISBN: 9798467984407,Encyclopaedic Cross-Reference Dictionary of the Quran : Arabic - Arabic - English. بقلم Gatie Niema Al-Hilfy. (2021). — Independently Published. ردمك: 9798467984407
The Arabic Root-and-Pattern System: Triliteral Roots and Word Derivation,نظام الجذر والوزن في العربية: الجذور الثلاثية وتوليد الكلمات,https://smarticle.tech/en/article/the-arabic-root-and-pattern-system-triliteral-roots-and-word-derivation-202605120734,https://smarticle.tech/ar/article/the-arabic-root-and-pattern-system-triliteral-roots-and-word-derivation-202605120734,Arabic Morphology,Derivational morphology: the root/pattern system,https://doi.org/10.1017/cbo9781139151016.007,"Haspelmath, Martin. ""Derivational morphology: the root/pattern system"". *Crossref*, 2014.","هاسپلمهاث، مارتن. ""المورفولوجيا الاشتقاقية: نظام الجذر/النمط"". *كروسريف*، ٢٠١٤."
"Arabic Verb Forms (Awzan): Conjugation, Voice, and Derived Stems",صيغ الأفعال العربية (Awzan): التصريف، الصوت، والصيغ المشتقة.,https://smarticle.tech/en/article/arabic-verb-forms-awzan-conjugation-voice-and-derived-stems-202605120740,https://smarticle.tech/ar/article/arabic-verb-forms-awzan-conjugation-voice-and-derived-stems-202605120740,Arabic Morphology,Marāḥ al-arwāḥ,https://openlibrary.org/works/OL32434716W,Marāḥ al-arwāḥ. by Aḥmad ibn ʻAlī Ibn Masʻūd. (1825). — Maṭbaʿat Būlāq,Marāḥ al-arwāḥ. بقلم Aḥmad ibn ʻAlī Ibn Masʻūd. (1825). — Maṭbaʿat Būlāq
"Arabic Verb Forms (Awzan): Conjugation, Voice, and Derived Stems",صيغ الأفعال العربية (Awzan): التصريف، الصوت، والصيغ المشتقة.,https://smarticle.tech/en/article/arabic-verb-forms-awzan-conjugation-voice-and-derived-stems-202605120740,https://smarticle.tech/ar/article/arabic-verb-forms-awzan-conjugation-voice-and-derived-stems-202605120740,Arabic Morphology,al-Marāḥ,https://openlibrary.org/works/OL32435300W,al-Marāḥ. by Aḥmad ibn ʻAlī Ibn Masʻūd. (1841). — al-Maṭbaʻah al-Khudaywīyah [Būlāq],al-Marāḥ. بقلم Aḥmad ibn ʻAlī Ibn Masʻūd. (1841). — al-Maṭbaʻah al-Khudaywīyah [Būlāq]
"Arabic Verb Forms (Awzan): Conjugation, Voice, and Derived Stems",صيغ الأفعال العربية (Awzan): التصريف، الصوت، والصيغ المشتقة.,https://smarticle.tech/en/article/arabic-verb-forms-awzan-conjugation-voice-and-derived-stems-202605120740,https://smarticle.tech/ar/article/arabic-verb-forms-awzan-conjugation-voice-and-derived-stems-202605120740,Arabic Morphology,Jāmiʿ al-muqaddimāt,https://openlibrary.org/works/OL32434675W,Jāmiʿ al-muqaddimāt. by Maḥmūd ibn ʻUmar Zamakhsharī. (1884). — [publisher not identified],Jāmiʿ al-muqaddimāt. بقلم Maḥmūd ibn ʻUmar Zamakhsharī. (1884). — [publisher not identified]
"Arabic Verb Forms (Awzan): Conjugation, Voice, and Derived Stems",صيغ الأفعال العربية (Awzan): التصريف، الصوت، والصيغ المشتقة.,https://smarticle.tech/en/article/arabic-verb-forms-awzan-conjugation-voice-and-derived-stems-202605120740,https://smarticle.tech/ar/article/arabic-verb-forms-awzan-conjugation-voice-and-derived-stems-202605120740,Arabic Morphology,"al- Fiʻl, zamānuhu wa-abniyatuh",https://openlibrary.org/works/OL10990396W,"al- Fiʻl, zamānuhu wa-abniyatuh. by Ibrāhīm Sāmarrāʾī. (1966). — Maṭbaʻat al-ʻĀnī","al- Fiʻl, zamānuhu wa-abniyatuh. بقلم Ibrāhīm Sāmarrāʾī. (1966). — Maṭbaʻat al-ʻĀnī"
"Arabic Verb Forms (Awzan): Conjugation, Voice, and Derived Stems",صيغ الأفعال العربية (Awzan): التصريف، الصوت، والصيغ المشتقة.,https://smarticle.tech/en/article/arabic-verb-forms-awzan-conjugation-voice-and-derived-stems-202605120740,https://smarticle.tech/ar/article/arabic-verb-forms-awzan-conjugation-voice-and-derived-stems-202605120740,Arabic Morphology,501 Arabic verbs,https://archive.org/details/501arabicverbsfu00sche,"501 Arabic verbs. by Raymond P. Scheindlin. (2007). — Barron's Educational Series, Inc.. ISBN: 9781438081014","501 Arabic verbs. بقلم Raymond P. Scheindlin. (2007). — Barron's Educational Series, Inc.. ردمك: 9781438081014"
"Arabic Verb Forms (Awzan): Conjugation, Voice, and Derived Stems",صيغ الأفعال العربية (Awzan): التصريف، الصوت، والصيغ المشتقة.,https://smarticle.tech/en/article/arabic-verb-forms-awzan-conjugation-voice-and-derived-stems-202605120740,https://smarticle.tech/ar/article/arabic-verb-forms-awzan-conjugation-voice-and-derived-stems-202605120740,Arabic Morphology,Alf alf fiʻl-- wa-fiʻl,https://openlibrary.org/works/OL37390026W,Alf alf fiʻl-- wa-fiʻl. by Daniel Reig. (1983). — Maktabat Mīzūnūf Lārūz. ISBN: 2706808462,Alf alf fiʻl-- wa-fiʻl. بقلم Daniel Reig. (1983). — Maktabat Mīzūnūf Lārūz. ردمك: 2706808462
"Arabic Verb Forms (Awzan): Conjugation, Voice, and Derived Stems",صيغ الأفعال العربية (Awzan): التصريف، الصوت، والصيغ المشتقة.,https://smarticle.tech/en/article/arabic-verb-forms-awzan-conjugation-voice-and-derived-stems-202605120740,https://smarticle.tech/ar/article/arabic-verb-forms-awzan-conjugation-voice-and-derived-stems-202605120740,Arabic Morphology,The sequential forms in Late Egyptian and Biblical Hebrew,https://openlibrary.org/works/OL2912948W,The sequential forms in Late Egyptian and Biblical Hebrew. by Antonio Loprieno. (1980). — Undena Publications. ISBN: 9780890030011,The sequential forms in Late Egyptian and Biblical Hebrew. بقلم Antonio Loprieno. (1980). — Undena Publications. ردمك: 9780890030011
"Arabic Verb Forms (Awzan): Conjugation, Voice, and Derived Stems",صيغ الأفعال العربية (Awzan): التصريف، الصوت، والصيغ المشتقة.,https://smarticle.tech/en/article/arabic-verb-forms-awzan-conjugation-voice-and-derived-stems-202605120740,https://smarticle.tech/ar/article/arabic-verb-forms-awzan-conjugation-voice-and-derived-stems-202605120740,Arabic Morphology,The paradigms of the verb forms in Egyptian Arabic dialect,https://openlibrary.org/works/OL13827080W,"The paradigms of the verb forms in Egyptian Arabic dialect. by Nino Ejibadze. (2006). — Gamomcʻemloba ""Intelekʻti"". ISBN: 9789994039838","The paradigms of the verb forms in Egyptian Arabic dialect. بقلم Nino Ejibadze. (2006). — Gamomcʻemloba ""Intelekʻti"". ردمك: 9789994039838"
"Arabic Verb Forms (Awzan): Conjugation, Voice, and Derived Stems",صيغ الأفعال العربية (Awzan): التصريف، الصوت، والصيغ المشتقة.,https://smarticle.tech/en/article/arabic-verb-forms-awzan-conjugation-voice-and-derived-stems-202605120740,https://smarticle.tech/ar/article/arabic-verb-forms-awzan-conjugation-voice-and-derived-stems-202605120740,Arabic Morphology,Contrastive Analysis of the Use of Verb Forms in English and Arabic (Studies in descriptive linguistics),https://archive.org/details/contrastiveanaly0000khar,Contrastive Analysis of the Use of Verb Forms in English and Arabic (Studies in descriptive linguistics). by Nayef Kharma. (1983). — J. Groos. ISBN: 3872762486,Contrastive Analysis of the Use of Verb Forms in English and Arabic (Studies in descriptive linguistics). بقلم Nayef Kharma. (1983). — J. Groos. ردمك: 3872762486
"Arabic Verb Forms (Awzan): Conjugation, Voice, and Derived Stems",صيغ الأفعال العربية (Awzan): التصريف، الصوت، والصيغ المشتقة.,https://smarticle.tech/en/article/arabic-verb-forms-awzan-conjugation-voice-and-derived-stems-202605120740,https://smarticle.tech/ar/article/arabic-verb-forms-awzan-conjugation-voice-and-derived-stems-202605120740,Arabic Morphology,Rubaʻeyat,https://openlibrary.org/works/OL4765914W,Rubaʻeyat. by Ṣalāḥ Chahīn. (1988). — Elias Modern Publishing House & Co.. ISBN: 9789771045090,Rubaʻeyat. بقلم Ṣalāḥ Chahīn. (1988). — Elias Modern Publishing House & Co.. ردمك: 9789771045090
"Arabic Rhetoric (Balagha): Discipline, Schools, and Classical Texts",البلاغة العربية (Balagha): الانضباط، المدارس، والنصوص الكلاسيكية.,https://smarticle.tech/en/article/arabic-rhetoric-balagha-discipline-schools-and-classical-texts-202605120745,https://smarticle.tech/ar/article/arabic-rhetoric-balagha-discipline-schools-and-classical-texts-202605120745,Arabic Rhetoric,al- Īḍāḥ fī ʻulūm al-balāghah,https://openlibrary.org/works/OL11199092W,al- Īḍāḥ fī ʻulūm al-balāghah. by Jalāl al-Dīn Muḥammad ibn ʻAbd al-Raḥmān Qazwīnī. (1953). — Dār al-Fikr al-ʻArabī. ISBN: 9789772411696,al- Īḍāḥ fī ʻulūm al-balāghah. بقلم Jalāl al-Dīn Muḥammad ibn ʻAbd al-Raḥmān Qazwīnī. (1953). — Dār al-Fikr al-ʻArabī. ردمك: 9789772411696
"Arabic Rhetoric (Balagha): Discipline, Schools, and Classical Texts",البلاغة العربية (Balagha): الانضباط، المدارس، والنصوص الكلاسيكية.,https://smarticle.tech/en/article/arabic-rhetoric-balagha-discipline-schools-and-classical-texts-202605120745,https://smarticle.tech/ar/article/arabic-rhetoric-balagha-discipline-schools-and-classical-texts-202605120745,Arabic Rhetoric,al- Kāmil,https://openlibrary.org/works/OL1612855W,"al- Kāmil. by Muḥammad ibn Yazīd Mubarrad, Anīs Daghīdī. (1956). — Maktabat Madbūlī. ISBN: 9789772862573",al- Kāmil. بقلم Muḥammad ibn Yazīd Mubarrad، Anīs Daghīdī. (1956). — Maktabat Madbūlī. ردمك: 9789772862573
"Arabic Rhetoric (Balagha): Discipline, Schools, and Classical Texts",البلاغة العربية (Balagha): الانضباط، المدارس، والنصوص الكلاسيكية.,https://smarticle.tech/en/article/arabic-rhetoric-balagha-discipline-schools-and-classical-texts-202605120745,https://smarticle.tech/ar/article/arabic-rhetoric-balagha-discipline-schools-and-classical-texts-202605120745,Arabic Rhetoric,Kitāb asrār al-balāghah,https://openlibrary.org/works/OL32314918W,Kitāb asrār al-balāghah. by ʻAbd al-Qāhir ibn ʻAbd al-Raḥmān Jurjānī. (1954). — Maṭbaʻat Wizārat al-Maʻārif,Kitāb asrār al-balāghah. بقلم ʻAbd al-Qāhir ibn ʻAbd al-Raḥmān Jurjānī. (1954). — Maṭbaʻat Wizārat al-Maʻārif
"Arabic Rhetoric (Balagha): Discipline, Schools, and Classical Texts",البلاغة العربية (Balagha): الانضباط، المدارس، والنصوص الكلاسيكية.,https://smarticle.tech/en/article/arabic-rhetoric-balagha-discipline-schools-and-classical-texts-202605120745,https://smarticle.tech/ar/article/arabic-rhetoric-balagha-discipline-schools-and-classical-texts-202605120745,Arabic Rhetoric,Shaping a Qur'anic Worldview,https://archive.org/details/shapingquranicwo0000degi,Shaping a Qur'anic Worldview. by Vanessa De Gifis. (2014). — Routledge. ISBN: 9781306662222,Shaping a Qur'anic Worldview. بقلم Vanessa De Gifis. (2014). — Routledge. ردمك: 9781306662222
"Arabic Rhetoric (Balagha): Discipline, Schools, and Classical Texts",البلاغة العربية (Balagha): الانضباط، المدارس، والنصوص الكلاسيكية.,https://smarticle.tech/en/article/arabic-rhetoric-balagha-discipline-schools-and-classical-texts-202605120745,https://smarticle.tech/ar/article/arabic-rhetoric-balagha-discipline-schools-and-classical-texts-202605120745,Arabic Rhetoric,Islamist Rhetoric,https://openlibrary.org/works/OL21258307W,Islamist Rhetoric. by Jacob Hoigilt. (2013). — Routledge. ISBN: 1136901051,Islamist Rhetoric. بقلم Jacob Hoigilt. (2013). — Routledge. ردمك: 1136901051
"Arabic Rhetoric (Balagha): Discipline, Schools, and Classical Texts",البلاغة العربية (Balagha): الانضباط، المدارس، والنصوص الكلاسيكية.,https://smarticle.tech/en/article/arabic-rhetoric-balagha-discipline-schools-and-classical-texts-202605120745,https://smarticle.tech/ar/article/arabic-rhetoric-balagha-discipline-schools-and-classical-texts-202605120745,Arabic Rhetoric,How to write in Arabic,https://openlibrary.org/works/OL18347704W,How to write in Arabic. by El Mustapha Lahlali. (2009). — Edinburgh University Press. ISBN: 9781474457378,How to write in Arabic. بقلم El Mustapha Lahlali. (2009). — Edinburgh University Press. ردمك: 9781474457378
"Arabic Rhetoric (Balagha): Discipline, Schools, and Classical Texts",البلاغة العربية (Balagha): الانضباط، المدارس، والنصوص الكلاسيكية.,https://smarticle.tech/en/article/arabic-rhetoric-balagha-discipline-schools-and-classical-texts-202605120745,https://smarticle.tech/ar/article/arabic-rhetoric-balagha-discipline-schools-and-classical-texts-202605120745,Arabic Rhetoric,The power of oratory in the medieval Muslim world,https://archive.org/details/poweroforatoryin0000jone,The power of oratory in the medieval Muslim world. by Linda G. Jones. (2012). — Cambridge University Press. ISBN: 9781107023055,The power of oratory in the medieval Muslim world. بقلم Linda G. Jones. (2012). — Cambridge University Press. ردمك: 9781107023055
"Arabic Rhetoric (Balagha): Discipline, Schools, and Classical Texts",البلاغة العربية (Balagha): الانضباط، المدارس، والنصوص الكلاسيكية.,https://smarticle.tech/en/article/arabic-rhetoric-balagha-discipline-schools-and-classical-texts-202605120745,https://smarticle.tech/ar/article/arabic-rhetoric-balagha-discipline-schools-and-classical-texts-202605120745,Arabic Rhetoric,Ghurar al-balāghah,https://openlibrary.org/works/OL4611529W,Ghurar al-balāghah. by Hilāl ibn al-Muḥassin Ṣābī. (1983). — Dār al-Kalimah,Ghurar al-balāghah. بقلم Hilāl ibn al-Muḥassin Ṣābī. (1983). — Dār al-Kalimah
"Arabic Rhetoric (Balagha): Discipline, Schools, and Classical Texts",البلاغة العربية (Balagha): الانضباط، المدارس، والنصوص الكلاسيكية.,https://smarticle.tech/en/article/arabic-rhetoric-balagha-discipline-schools-and-classical-texts-202605120745,https://smarticle.tech/ar/article/arabic-rhetoric-balagha-discipline-schools-and-classical-texts-202605120745,Arabic Rhetoric,The Impact of Incorporating Texts from Nahj al-Balagha of Imam Ali (Peace Be Upon Him) on the Academic Achievement of Fifth-Year Literary Students in,https://doi.org/10.69792/ijhs.24.2.6,"Osama Shawqi Khudair, Muayaed Saeed Khalaf. ""The Impact of Incorporating Texts from Nahj al-Balagha of Imam Ali (Peace Be Upon Him) on the Academic Achievement of Fifth-Year Literary Students in the Subject of Arabic Rhetoric"". crossref, 2024.","أسامة شوقي خضير، معاذ سعيد خلف. ""أثر إدراج نصوص من نهج البلاغة للإمام علي (عليه السلام) في التحصيل الأكاديمي لطلاب السنة الخامسة الأدبي في مادة البلاغة العربية"". كروسرف، 2024."
"Arabic Rhetoric (Balagha): Discipline, Schools, and Classical Texts",البلاغة العربية (Balagha): الانضباط، المدارس، والنصوص الكلاسيكية.,https://smarticle.tech/en/article/arabic-rhetoric-balagha-discipline-schools-and-classical-texts-202605120745,https://smarticle.tech/ar/article/arabic-rhetoric-balagha-discipline-schools-and-classical-texts-202605120745,Arabic Rhetoric,Unity of Form and Content in Translations of Arabic Classical Texts,https://doi.org/10.5220/0012488000003792,"Muhiddin Nurullayev. ""Unity of Form and Content in Translations of Arabic Classical Texts"". crossref, 2023.","محيي الدين نور اللهيف. ""وحدة الشكل والمضمون في ترجمات النصوص العربية الكلاسيكية"". كروسرف، 2023."
Metaphor and Simile (Isti'ara and Tashbih) in Classical Arabic Poetry,الاستعارة والتشبيه (Isti'ara and Tashbih) في الشعر العربي الكلاسيكي.,https://smarticle.tech/en/article/metaphor-and-simile-isti-ara-and-tashbih-in-classical-arabic-poetry-202605120752,https://smarticle.tech/ar/article/metaphor-and-simile-isti-ara-and-tashbih-in-classical-arabic-poetry-202605120752,Arabic Rhetoric,Poetics,https://archive.org/details/artofpoetry00aris,Poetics. by Aristotle. (1536). — NuVision Publications. ISBN: 1420925989,Poetics. بقلم Aristotle. (1536). — NuVision Publications. ردمك: 1420925989
Metaphor and Simile (Isti'ara and Tashbih) in Classical Arabic Poetry,الاستعارة والتشبيه (Isti'ara and Tashbih) في الشعر العربي الكلاسيكي.,https://smarticle.tech/en/article/metaphor-and-simile-isti-ara-and-tashbih-in-classical-arabic-poetry-202605120752,https://smarticle.tech/ar/article/metaphor-and-simile-isti-ara-and-tashbih-in-classical-arabic-poetry-202605120752,Arabic Rhetoric,Manhaj al-baḥth al-adabī,https://openlibrary.org/works/OL31461759W,Manhaj al-baḥth al-adabī. by ʻAlī Jawād Ṭāhir. (1972). — Maktabat al-Nahḍah. ISBN: 9786144191187,Manhaj al-baḥth al-adabī. بقلم ʻAlī Jawād Ṭāhir. (1972). — Maktabat al-Nahḍah. ردمك: 9786144191187
Metaphor and Simile (Isti'ara and Tashbih) in Classical Arabic Poetry,الاستعارة والتشبيه (Isti'ara and Tashbih) في الشعر العربي الكلاسيكي.,https://smarticle.tech/en/article/metaphor-and-simile-isti-ara-and-tashbih-in-classical-arabic-poetry-202605120752,https://smarticle.tech/ar/article/metaphor-and-simile-isti-ara-and-tashbih-in-classical-arabic-poetry-202605120752,Arabic Rhetoric,A tenth-century document of Arabic literary theory and criticism,https://openlibrary.org/works/OL1608511W,A tenth-century document of Arabic literary theory and criticism. by Muḥammad ibn al-Ṭayyib Bāqillānī. (1950). — University of Chicago Press. ISBN: 0226310205,A tenth-century document of Arabic literary theory and criticism. بقلم Muḥammad ibn al-Ṭayyib Bāqillānī. (1950). — University of Chicago Press. ردمك: 0226310205
