المفهوم الأكاديمي,رابط المفهوم على سمارتيكل,التخصص الفرعي,عنوان المرجع الأكاديمي,رابط المرجع المباشر,التوثيق المنسق
الإمبريالية البريطانية: لوك حول الأفكار، هيوم حول السببية، وحدود المعرفة.,https://smarticle.tech/ar/article/british-empiricism-locke-on-ideas-hume-on-causation-and-the-limits-of-knowl-202605160219,Modern Philosophy,Art as Experience,https://archive.org/details/artasexperience0000dewe_l1f6,Art as Experience. بقلم John Dewey. (1934). — Allen and Unwin. ردمك: 0399500251
الإمبريالية البريطانية: لوك حول الأفكار، هيوم حول السببية، وحدود المعرفة.,https://smarticle.tech/ar/article/british-empiricism-locke-on-ideas-hume-on-causation-and-the-limits-of-knowl-202605160219,Modern Philosophy,Separability and concept-empiricism: hume vs. locke,https://doi.org/10.1080/09608780701605010,"روث وينتروب. ""الفصلية والمذهب التجريبي للمفاهيم: هيوم مقابل لوك"". *كروسريف*، 2007."
الإمبريالية البريطانية: لوك حول الأفكار، هيوم حول السببية، وحدود المعرفة.,https://smarticle.tech/ar/article/british-empiricism-locke-on-ideas-hume-on-causation-and-the-limits-of-knowl-202605160219,Modern Philosophy,"Hume on Ideas, Evidence, and Knowledge",https://doi.org/10.1093/acprof:oso/9780198716785.003.0003,"غراتسيلا دي بيريس. ""هيوم حول الأفكار والأدلة والمعرفة"". *كروسريف*، 2015."
الإمبريالية البريطانية: لوك حول الأفكار، هيوم حول السببية، وحدود المعرفة.,https://smarticle.tech/ar/article/british-empiricism-locke-on-ideas-hume-on-causation-and-the-limits-of-knowl-202605160219,Modern Philosophy,Hume and Locke on Causation and Scientific Methodology,https://doi.org/10.1093/acprof:oso/9780198716785.003.0004,"غراتسيلا دي بيريس. ""هيوم ولوك حول السببية والمنهجية العلمية"". *كروسريف*، 2015."
الوجودية: سارتر، هايدغر، والوجود الأصيل,https://smarticle.tech/ar/article/existentialism-sartre-heidegger-and-authentic-existence-202605160227,Contemporary Philosophy,Sein und Zeit,https://archive.org/details/ontimebeing0000heid_c7l5,Sein und Zeit. بقلم Martin Heidegger. (1927). — Neomarius. ردمك: 9780710086457
الوجودية: سارتر، هايدغر، والوجود الأصيل,https://smarticle.tech/ar/article/existentialism-sartre-heidegger-and-authentic-existence-202605160227,Contemporary Philosophy,Jenseits von Gut und Böse,https://archive.org/details/beyondgoodevil0000niet,Jenseits von Gut und Böse. بقلم Friedrich Nietzsche. (1885). — Allen & Unwin. ردمك: 9781981824007
الوجودية: سارتر، هايدغر، والوجود الأصيل,https://smarticle.tech/ar/article/existentialism-sartre-heidegger-and-authentic-existence-202605160227,Contemporary Philosophy,Le Deuxième Sexe,https://archive.org/details/secondsex0000beau_f7y6,Le Deuxième Sexe. بقلم Simone de Beauvoir. (1949). — Bantam Books. ردمك: 9781530969593
الوجودية: سارتر، هايدغر، والوجود الأصيل,https://smarticle.tech/ar/article/existentialism-sartre-heidegger-and-authentic-existence-202605160227,Contemporary Philosophy,Le mur,https://archive.org/details/bwb_P3-DGI-113,Le mur. بقلم Jean-Paul Sartre. (1935). — Alianza. ردمك: 0828837759
الوجودية: سارتر، هايدغر، والوجود الأصيل,https://smarticle.tech/ar/article/existentialism-sartre-heidegger-and-authentic-existence-202605160227,Contemporary Philosophy,La nausée,https://archive.org/details/nauseasart00sart,La nausée. بقلم Jean-Paul Sartre. (1938). — Rodopi. ردمك: 9782070368051
الوجودية: سارتر، هايدغر، والوجود الأصيل,https://smarticle.tech/ar/article/existentialism-sartre-heidegger-and-authentic-existence-202605160227,Contemporary Philosophy,L'être et le néant,https://archive.org/details/letreetleneant00jean,L'être et le néant. بقلم Jean-Paul Sartre. (1943). — Gramercy Books. ردمك: 9781138301375
الوجودية: سارتر، هايدغر، والوجود الأصيل,https://smarticle.tech/ar/article/existentialism-sartre-heidegger-and-authentic-existence-202605160227,Contemporary Philosophy,L'Homme révolté,https://archive.org/details/rebel0000unse_n3f7,L'Homme révolté. بقلم Albert Camus. (1951). — Izd-vo Politicheskoĭ lit-ry. ردمك: 0141914106
الوجودية: سارتر، هايدغر، والوجود الأصيل,https://smarticle.tech/ar/article/existentialism-sartre-heidegger-and-authentic-existence-202605160227,Contemporary Philosophy,... Trotzdem Ja zum Leben sagen,https://archive.org/details/manssearchformea0000vikt_n7m8,... Trotzdem Ja zum Leben sagen. بقلم Viktor E. Frankl. (1946). — Verlag für Jugend und Volk. ردمك: 8171086381
الوجودية: سارتر، هايدغر، والوجود الأصيل,https://smarticle.tech/ar/article/existentialism-sartre-heidegger-and-authentic-existence-202605160227,Contemporary Philosophy,Relations with Others and Authentic Existence,https://doi.org/10.5040/9781472547552.ch-005,"كروس، ر. ""العلاقات مع الآخرين والوجود الأصيل"". *كروسرف*، 2010."
الوجودية: سارتر، هايدغر، والوجود الأصيل,https://smarticle.tech/ar/article/existentialism-sartre-heidegger-and-authentic-existence-202605160227,Contemporary Philosophy,"Heidegger, Authenticity and the Self",https://doi.org/10.4324/9781315771861,"تايلور، س. ""هايدغر، الأصالة والذات"". *كروسرف*، 2014."
الفلسفة التحليلية: التحليل المنطقي والتحول اللغوي.,https://smarticle.tech/ar/article/analytic-philosophy-logical-analysis-and-the-linguistic-turn-202605160234,Contemporary Philosophy,Tractatus logico-philosophicus,https://archive.org/details/tractatuslogicop1971witt,"Tractatus logico-philosophicus. بقلم Ludwig Wittgenstein، Isidoro Reguera Pérez، Ivo Hernández. (1921). — K. Paul, Trench, Trubner & co., ltd.. ردمك: 8430938095"
الفلسفة التحليلية: التحليل المنطقي والتحول اللغوي.,https://smarticle.tech/ar/article/analytic-philosophy-logical-analysis-and-the-linguistic-turn-202605160234,Contemporary Philosophy,The Problems of Philosophy,https://archive.org/details/rkas.1029.problemsofphilos0000bert_u1j0,"The Problems of Philosophy. بقلم Bertrand Russell. (1900). — Westland, Brian. ردمك: 9781985105546"
الفلسفة التحليلية: التحليل المنطقي والتحول اللغوي.,https://smarticle.tech/ar/article/analytic-philosophy-logical-analysis-and-the-linguistic-turn-202605160234,Contemporary Philosophy,Organon,https://archive.org/details/theorganon01arisuoft,Organon. بقلم Aristotle. (1481). — Harvard University Press. ردمك: 9789630514583
الفلسفة التحليلية: التحليل المنطقي والتحول اللغوي.,https://smarticle.tech/ar/article/analytic-philosophy-logical-analysis-and-the-linguistic-turn-202605160234,Contemporary Philosophy,Analytic Philosophy and the Linguistic Turn,https://doi.org/10.17325/sgjp.2011.27..9,"엄정식. ""Analytic Philosophy and the Linguistic Turn"". crossref, 2011."
الفلسفة التحليلية: التحليل المنطقي والتحول اللغوي.,https://smarticle.tech/ar/article/analytic-philosophy-logical-analysis-and-the-linguistic-turn-202605160234,Contemporary Philosophy,Hermeneutic and Analytic Philosophy. Two Complementary Versions of the Linguistic Turn?,https://doi.org/10.1017/cbo9780511524110.021,"Habermas, Jürgen. ""Hermeneutic and Analytic Philosophy. Two Complementary Versions of the Linguistic Turn?"". crossref, 1999."
الفلسفة التحليلية: التحليل المنطقي والتحول اللغوي.,https://smarticle.tech/ar/article/analytic-philosophy-logical-analysis-and-the-linguistic-turn-202605160234,Contemporary Philosophy,Hausserl and the Linguistic Turn,https://doi.org/10.1093/019513916x.003.0007,"Charles Parsons. ""Hausserl and the Linguistic Turn"". crossref, 2001."
الفلسفة التحليلية: التحليل المنطقي والتحول اللغوي.,https://smarticle.tech/ar/article/analytic-philosophy-logical-analysis-and-the-linguistic-turn-202605160234,Contemporary Philosophy,The Linguistic Turn in Analytic Philosophy,https://doi.org/10.1093/oxfordhb/9780199238842.013.0030,"Hacker, Peter M. S. ""The Linguistic Turn in Analytic Philosophy"". *Oxford Handbook of Analytic Philosophy*, 2013."
الفلسفة التحليلية: التحليل المنطقي والتحول اللغوي.,https://smarticle.tech/ar/article/analytic-philosophy-logical-analysis-and-the-linguistic-turn-202605160234,Contemporary Philosophy,The Linguistic Turn and the Conceptual Turn,https://doi.org/10.1002/9780470696675.ch1,"Rorty, R. ""The Linguistic Turn and the Conceptual Turn"". *crossref*, 2007."
الفلسفة التحليلية: التحليل المنطقي والتحول اللغوي.,https://smarticle.tech/ar/article/analytic-philosophy-logical-analysis-and-the-linguistic-turn-202605160234,Contemporary Philosophy,CHAPTER 1 THE LINGUISTIC TURN,https://doi.org/10.1515/9783110320763.19,"Rorty, Richard. ""CHAPTER 1 THE LINGUISTIC TURN"". *crossref*, 2003."
الفلسفة التحليلية: التحليل المنطقي والتحول اللغوي.,https://smarticle.tech/ar/article/analytic-philosophy-logical-analysis-and-the-linguistic-turn-202605160234,Contemporary Philosophy,The Linguistic Turn in the German Tradition of the Philosophy of Language,https://doi.org/10.7551/mitpress/4249.003.0002,"Beaney, M. ""The Linguistic Turn in the German Tradition of the Philosophy of Language"". crossref, 2002."
ما بعد الحداثة: فوكو، دريدا، والنقد للقصص الكبرى.,https://smarticle.tech/ar/article/postmodernism-foucault-derrida-and-the-critique-of-grand-narratives-202605160241,Contemporary Philosophy,Se una notte d'inverno un viaggiatore,https://archive.org/details/ruguozaidongyeyi0000calv,Se una notte d'inverno un viaggiatore. بقلم Italo Calvino. (1979). — David Campbell Publishers. ردمك: 9782020062398
ما بعد الحداثة: فوكو، دريدا، والنقد للقصص الكبرى.,https://smarticle.tech/ar/article/postmodernism-foucault-derrida-and-the-critique-of-grand-narratives-202605160241,Contemporary Philosophy,Mille plateaux,https://archive.org/details/thousandplateaus0000dele,Mille plateaux. بقلم Gilles Deleuze، Félix Guattari. (1980). — Continuum. ردمك: 9788585490652
ما بعد الحداثة: فوكو، دريدا، والنقد للقصص الكبرى.,https://smarticle.tech/ar/article/postmodernism-foucault-derrida-and-the-critique-of-grand-narratives-202605160241,Contemporary Philosophy,Quiddities,https://archive.org/details/ApparitionPoemsThePositTrilogy_641,Quiddities. بقلم Adam Fieled. (2009). — Tears in the Fence. ردمك: 9781609640194
ما بعد الحداثة: فوكو، دريدا، والنقد للقصص الكبرى.,https://smarticle.tech/ar/article/postmodernism-foucault-derrida-and-the-critique-of-grand-narratives-202605160241,Contemporary Philosophy,Mario Botta,https://archive.org/details/mariobottalightg0000bott,Mario Botta. بقلم Mario Botta، Vittorio Fagone، Francesco Dal Co. (1979). — Birkhauser Verlag. ردمك: 9788817865227
ما بعد الحداثة: فوكو، دريدا، والنقد للقصص الكبرى.,https://smarticle.tech/ar/article/postmodernism-foucault-derrida-and-the-critique-of-grand-narratives-202605160241,Contemporary Philosophy,Aldo Rossi,https://openlibrary.org/works/OL543412W,Aldo Rossi. بقلم Aldo Rossi. (1979). — Mazzotta. ردمك: 9781878271150
ما بعد الحداثة: فوكو، دريدا، والنقد للقصص الكبرى.,https://smarticle.tech/ar/article/postmodernism-foucault-derrida-and-the-critique-of-grand-narratives-202605160241,Contemporary Philosophy,"Postmodernism, or, the cultural logic of late capitalism",https://archive.org/details/postmodernismorc0000jame_v7l1,"Postmodernism, or, the cultural logic of late capitalism. بقلم Fredric Jameson. (1990). — Jing xiao zhe Xin hua shu dian. ردمك: 9788498796520"
ما بعد الحداثة: فوكو، دريدا، والنقد للقصص الكبرى.,https://smarticle.tech/ar/article/postmodernism-foucault-derrida-and-the-critique-of-grand-narratives-202605160241,Contemporary Philosophy,The philosophical discourse of modernity,https://archive.org/details/philosophicaldis0000habe,The philosophical discourse of modernity. بقلم Jürgen Habermas. (1987). — Polity Press. ردمك: 9780262581028
ما بعد الحداثة: فوكو، دريدا، والنقد للقصص الكبرى.,https://smarticle.tech/ar/article/postmodernism-foucault-derrida-and-the-critique-of-grand-narratives-202605160241,Contemporary Philosophy,Forord,https://archive.org/details/prefaceslightrea0000kier,Forord. بقلم Søren Kierkegaard. (1844). — Univ Pr of Florida. ردمك: 9780691048277
ما بعد الحداثة: فوكو، دريدا، والنقد للقصص الكبرى.,https://smarticle.tech/ar/article/postmodernism-foucault-derrida-and-the-critique-of-grand-narratives-202605160241,Contemporary Philosophy,La fine della modernità,https://archive.org/details/elfindelamoderni00gian,"La fine della modernità. بقلم Gianni Vattimo. (1985). — Reclam, Ditzingen. ردمك: 0801834449"
ما بعد الحداثة: فوكو، دريدا، والنقد للقصص الكبرى.,https://smarticle.tech/ar/article/postmodernism-foucault-derrida-and-the-critique-of-grand-narratives-202605160241,Contemporary Philosophy,Peter Eisenman,https://openlibrary.org/works/OL121113W,Peter Eisenman. بقلم Peter Eisenman، Emmanuel Petit، Mark Wigley. (1988). — A + U. ردمك: 9783775715614
المنطق الرسمي والرمزي: حساب القضايا وحساب المتغيرات.,https://smarticle.tech/ar/article/formal-and-symbolic-logic-propositional-and-predicate-calculus-202605160251,Logic,Beginning logic,https://archive.org/details/beginninglogic00lemm,Beginning logic. بقلم E. J. Lemmon. (1965). — Hackett Pub. Co.. ردمك: 9780442306762
المنطق الرسمي والرمزي: حساب القضايا وحساب المتغيرات.,https://smarticle.tech/ar/article/formal-and-symbolic-logic-propositional-and-predicate-calculus-202605160251,Logic,Logic: theory and practice,https://openlibrary.org/works/OL7038578W,Logic: theory and practice. بقلم M. K. Rennie. (1973). — University of Queensland Press. ردمك: 9780702208539
المنطق الرسمي والرمزي: حساب القضايا وحساب المتغيرات.,https://smarticle.tech/ar/article/formal-and-symbolic-logic-propositional-and-predicate-calculus-202605160251,Logic,A Teaching Companion to Lemmon's Beginning Logic,https://archive.org/details/teachingcompanio0000schu,A Teaching Companion to Lemmon's Beginning Logic. بقلم George F. Schumm. (1979). — Hackett Publishing Company. ردمك: 0915144654
المنطق الرسمي والرمزي: حساب القضايا وحساب المتغيرات.,https://smarticle.tech/ar/article/formal-and-symbolic-logic-propositional-and-predicate-calculus-202605160251,Logic,Mathematical logic,https://archive.org/details/mathematicallogi00cori_149,Mathematical logic. بقلم René Cori، Rene Cori، Daniel Lascar. (2000). — Oxford University Press. ردمك: 9780198500490
المنطق الرسمي والرمزي: حساب القضايا وحساب المتغيرات.,https://smarticle.tech/ar/article/formal-and-symbolic-logic-propositional-and-predicate-calculus-202605160251,Logic,Propositional and Predicate Calculus,https://openlibrary.org/works/OL9037187W,Propositional and Predicate Calculus. بقلم Derek Goldrei. (2005). — Springer. ردمك: 1846282292
المنطق الرسمي والرمزي: حساب القضايا وحساب المتغيرات.,https://smarticle.tech/ar/article/formal-and-symbolic-logic-propositional-and-predicate-calculus-202605160251,Logic,Mathematical Logic - A Course with Exercises Pt. 1,https://openlibrary.org/works/OL29383894W,Mathematical Logic - A Course with Exercises Pt. 1. بقلم Rene Cori، D. Lascar، Donald H. Pelletier. (2001). — Oxford University Press. ردمك: 1280819669
المنطق الرسمي والرمزي: حساب القضايا وحساب المتغيرات.,https://smarticle.tech/ar/article/formal-and-symbolic-logic-propositional-and-predicate-calculus-202605160251,Logic,Lógica para computación,https://openlibrary.org/works/OL4708878W,Lógica para computación. بقلم Francisco S. Naishtat. (1986). — Editorial Universitaria de Buenos Aires
المنطق الرسمي والرمزي: حساب القضايا وحساب المتغيرات.,https://smarticle.tech/ar/article/formal-and-symbolic-logic-propositional-and-predicate-calculus-202605160251,Logic,Propositional and Predicate Calculus A Model of Argument,https://doi.org/10.1007/1-84628-229-2,"هورلي، ب. ""حساب القضايا وحساب المحمولات: نموذج للحجاج"". سبرنغر، 2005."
المنطق الرسمي والرمزي: حساب القضايا وحساب المتغيرات.,https://smarticle.tech/ar/article/formal-and-symbolic-logic-propositional-and-predicate-calculus-202605160251,Logic,Chapter 1 Propositional Calculus,https://doi.org/10.1016/s0049-237x(08)71718-x,"الفصل الأول: حساب القضايا. ""الفصل الأول: حساب القضايا"". كروسرف، 1967."
المنطق الرسمي والرمزي: حساب القضايا وحساب المتغيرات.,https://smarticle.tech/ar/article/formal-and-symbolic-logic-propositional-and-predicate-calculus-202605160251,Logic,Propositional Calculus,https://doi.org/10.1201/9781315274744-2,"حساب القضايا. ""حساب القضايا"". كروسرف، 1988."
الاستدلال الاستقرائي، الاحتمال، ومشكلة الاستقراء.,https://smarticle.tech/ar/article/inductive-reasoning-probability-and-the-problem-of-induction-202605160259,Logic,The nature and application of inductive logic,https://openlibrary.org/works/OL1176450W,The nature and application of inductive logic. بقلم Rudolf Carnap. (1951). — University of Chicago Press
الاستدلال الاستقرائي، الاحتمال، ومشكلة الاستقراء.,https://smarticle.tech/ar/article/inductive-reasoning-probability-and-the-problem-of-induction-202605160259,Logic,Nomic probability and the foundations of induction,https://archive.org/details/nomicprobability00poll,"Nomic probability and the foundations of induction. بقلم John L. Pollock. (1990). — Oxford University Press, Incorporated. ردمك: 0195345215"
الاستدلال الاستقرائي، الاحتمال، ومشكلة الاستقراء.,https://smarticle.tech/ar/article/inductive-reasoning-probability-and-the-problem-of-induction-202605160259,Logic,Thinking about acting,https://archive.org/details/thinkingaboutact0000poll,Thinking about acting. بقلم John J. Pollock. (2006). — Oxford University Press. ردمك: 9780195304817
الاستدلال الاستقرائي، الاحتمال، ومشكلة الاستقراء.,https://smarticle.tech/ar/article/inductive-reasoning-probability-and-the-problem-of-induction-202605160259,Logic,Foundations and Applications of Inductive Probability,https://openlibrary.org/works/OL9634376W,Foundations and Applications of Inductive Probability. بقلم R. D. Rosenkrantz. (1981). — Ridgeview Publishing Company. ردمك: 0917930037
الاستدلال الاستقرائي، الاحتمال، ومشكلة الاستقراء.,https://smarticle.tech/ar/article/inductive-reasoning-probability-and-the-problem-of-induction-202605160259,Logic,An Introduction to Probability and Inductive Logic Desk Examination Edition,https://archive.org/details/introductiontopr0000ianh,An Introduction to Probability and Inductive Logic Desk Examination Edition. بقلم Ian Hacking. (2001). — Cambridge University Press. ردمك: 0521005345
الاستدلال الاستقرائي، الاحتمال، ومشكلة الاستقراء.,https://smarticle.tech/ar/article/inductive-reasoning-probability-and-the-problem-of-induction-202605160259,Logic,P300 and positive slow waves reveal the plausibility in inductive reasoning.,https://doi.org/10.1111/psyp.13337,"لي، ي.، وانغ، ج.، زهو، ي.، تشين، كيو.، لي، ه. ""الكشف عن معقولية الاستدلال الاستقرائي من خلال موجات P300 والموجات البطيئة الإيجابية"". *علم النفس الفسيولوجي*، 2019."
الاستدلال الاستقرائي، الاحتمال، ومشكلة الاستقراء.,https://smarticle.tech/ar/article/inductive-reasoning-probability-and-the-problem-of-induction-202605160259,Logic,A Survey of Inductive Reasoning for Large Language Models,https://arxiv.org/abs/2510.10182,"تشين، كيدي وآخرون. ""مسح للاستدلال الاستقرائي للنماذج اللغوية الكبيرة"". *semantic_scholar_foundational*، 2025."
الاستدلال الاستقرائي، الاحتمال، ومشكلة الاستقراء.,https://smarticle.tech/ar/article/inductive-reasoning-probability-and-the-problem-of-induction-202605160259,Logic,A bayesian model of individual differences and flexibility in inductive reasoning for categorization of examples,https://doi.org/10.1145/3375462.3375512,"لويس فوكوون، جنيفر ك. أولسن، ب. ديلنبورغ. ""نموذج بيزي للفروق الفردية والمرونة في الاستدلال الاستقرائي لتصنيف الأمثلة"". *semantic_scholar_foundational*، 2020."
الاستدلال الاستقرائي، الاحتمال، ومشكلة الاستقراء.,https://smarticle.tech/ar/article/inductive-reasoning-probability-and-the-problem-of-induction-202605160259,Logic,A survey of Bayesian Network structure learning,https://arxiv.org/abs/2109.11415,"كيتسون ن. ك.، قسطنطينو أ.، غوو ز.، ليو ي.، تشوبثام ك. ""مسح لتعلم بنية شبكات بيز"". *semantic_scholar_foundational*، 2021."
الاستدلال الاستقرائي، الاحتمال، ومشكلة الاستقراء.,https://smarticle.tech/ar/article/inductive-reasoning-probability-and-the-problem-of-induction-202605160259,Logic,Empowering LLMs with Logical Reasoning: A Comprehensive Survey,https://arxiv.org/abs/2502.15652,"فينغشيانغ تشينغ، هاوكسوان لي، فنرونغ ليو، ر. رووي، كون زانغ، زهو تشن لين. ""تمكين النماذج اللغوية الكبيرة بالمنطق الاستنتاجي: مسح شامل"". *semantic_scholar_foundational*، 2024."
المنطق الشرطي والزماني: الضرورة، الاحتمال، والعوالم.,https://smarticle.tech/ar/article/modal-and-temporal-logic-necessity-possibility-and-worlds-202605160311,Logic,Modality and the English modals,https://archive.org/details/modalityenglishm0000palm_q0z1,Modality and the English modals. بقلم F. R. Palmer. (1979). — Routledge. ردمك: 9780582034860
المنطق الشرطي والزماني: الضرورة، الاحتمال، والعوالم.,https://smarticle.tech/ar/article/modal-and-temporal-logic-necessity-possibility-and-worlds-202605160311,Logic,Meaning and necessity,https://archive.org/details/meaningnecessity00carn,Meaning and necessity. بقلم Rudolf Carnap. (1947). — University Press. ردمك: 9780226093468
المنطق الشرطي والزماني: الضرورة، الاحتمال، والعوالم.,https://smarticle.tech/ar/article/modal-and-temporal-logic-necessity-possibility-and-worlds-202605160311,Logic,An introduction to modal logic,https://archive.org/details/introductiontomo0000hugh_z5w7,An introduction to modal logic. بقلم G. E. Hughes. (1968). — Methuen. ردمك: 9780416294705
المنطق الشرطي والزماني: الضرورة، الاحتمال، والعوالم.,https://smarticle.tech/ar/article/modal-and-temporal-logic-necessity-possibility-and-worlds-202605160311,Logic,Possible worlds,https://archive.org/details/possibleworlds00girl_967,Possible worlds. بقلم Rod Girle. (2003). — Acumen. ردمك: 9780773526686
المنطق الشرطي والزماني: الضرورة، الاحتمال، والعوالم.,https://smarticle.tech/ar/article/modal-and-temporal-logic-necessity-possibility-and-worlds-202605160311,Logic,Modal logics and philosophy,https://archive.org/details/modallogicsphilo00girl,Modal logics and philosophy. بقلم Rod Girle. (2000). — McGill-Queen's University Press. ردمك: 1844652084
المنطق الشرطي والزماني: الضرورة، الاحتمال، والعوالم.,https://smarticle.tech/ar/article/modal-and-temporal-logic-necessity-possibility-and-worlds-202605160311,Logic,Modality,https://archive.org/details/modality0000meli,Modality. بقلم Joseph Melia. (2003). — Taylor & Francis Group. ردمك: 184465334X
المنطق الشرطي والزماني: الضرورة، الاحتمال، والعوالم.,https://smarticle.tech/ar/article/modal-and-temporal-logic-necessity-possibility-and-worlds-202605160311,Logic,"Mathematics, Models, and Modality",https://archive.org/details/mathematicsmodel00burg,"Mathematics, Models, and Modality. بقلم John P. Burgess. (2008). — Cambridge University Press. ردمك: 0511487347"
المنطق الشرطي والزماني: الضرورة، الاحتمال، والعوالم.,https://smarticle.tech/ar/article/modal-and-temporal-logic-necessity-possibility-and-worlds-202605160311,Logic,Deductive logic,https://archive.org/details/deductivelogicin00clar,Deductive logic. بقلم D. S. Clarke. (1973). — Southern Illinois University Press. ردمك: 9780809306572
المنطق الشرطي والزماني: الضرورة، الاحتمال، والعوالم.,https://smarticle.tech/ar/article/modal-and-temporal-logic-necessity-possibility-and-worlds-202605160311,Logic,Introducing Multimodality,https://openlibrary.org/works/OL20249816W,Introducing Multimodality. بقلم Carey Jewitt، Jeff Bezemer، Kay O'Halloran. (2016). — Taylor & Francis Group. ردمك: 9780415639262
المنطق الشرطي والزماني: الضرورة، الاحتمال، والعوالم.,https://smarticle.tech/ar/article/modal-and-temporal-logic-necessity-possibility-and-worlds-202605160311,Logic,"Multimodality, cognition, and experimental literature",https://openlibrary.org/works/OL15933828W,"Multimodality, cognition, and experimental literature. بقلم Alison Gibbons. (2011). — Routledge. ردمك: 1136632182"
الموقف من الفكاهة كأداة تربوية في فترة العصور القديمة.,https://smarticle.tech/ar/article/the-attitude-to-humor-as-a-pedagogical-tool-in-the-period-of-antiquity-202605241130,Ancient Philosophy,THE ATTITUDE TO HUMOR AS A PEDAGOGICAL TOOL IN THE PERIOD OF ANTIQUITY,https://doi.org/10.12731/2658-4034-2024-15-3-517,"الموقف من الفكاهة كأداة تربوية في عصر العصور القديمة. ""الموقف من الفكاهة كأداة تربوية في عصر العصور القديمة"". دواج، 2024."
الموقف من الفكاهة كأداة تربوية في فترة العصور القديمة.,https://smarticle.tech/ar/article/the-attitude-to-humor-as-a-pedagogical-tool-in-the-period-of-antiquity-202605241130,Ancient Philosophy,Ridiculed death and the dead: Black humor on the epitaphs and epigrams of the ancient Greece,https://doi.org/10.2298/GEI0701193S,الاستهزاء بالموت والموتى: الفكاهة السوداء في النقوش الجنائزية والأقوال القصيرة لليونان القديمة.
الموقف من الفكاهة كأداة تربوية في فترة العصور القديمة.,https://smarticle.tech/ar/article/the-attitude-to-humor-as-a-pedagogical-tool-in-the-period-of-antiquity-202605241130,Ancient Philosophy,Socratic Humor in the Hellenistic Period,https://doi.org/10.1525/california/9780520291034.003.0006,الفكاهة السقراطية في العصر الهلنستي. *العصور الكلاسيكية القديمة*، د.ت.
الموقف من الفكاهة كأداة تربوية في فترة العصور القديمة.,https://smarticle.tech/ar/article/the-attitude-to-humor-as-a-pedagogical-tool-in-the-period-of-antiquity-202605241130,Ancient Philosophy,Ridentem dicere uerum: Etymology and Humor in Varro and Plutarch,https://doi.org/10.1515/9783111572796-014,"""رِيدِنتِمْ دِيسِيرِه وِيرُوم"": علم أصول الكلمات والفكاهة عند فارو وبلوتارخ."
الموقف من الفكاهة كأداة تربوية في فترة العصور القديمة.,https://smarticle.tech/ar/article/the-attitude-to-humor-as-a-pedagogical-tool-in-the-period-of-antiquity-202605241130,Ancient Philosophy,What Makes Us Laugh: Humor Theory and Research from Plato and Aristotle to Sigmund Freud,https://doi.org/10.5040/9798216003335.ch-002,ما الذي يجعلنا نضحك: نظرية الفكاهة وأبحاثها من أفلاطون وأرسطو إلى سيغموند فرويد.
الفلسفة، الأخلاق والتقنيات الغذائية: القضايا الأخلاقية والنظرية.,https://smarticle.tech/ar/article/filosofia-etica-e-tecnologie-alimentari-questioni-etiche-e-teoretiche-202605241143,Ancient Philosophy,"Filosofia, etica e tecnologie alimentari: questioni etiche e teoretiche",https://www.scienzaefilosofia.com/wp-content/uploads/2024/07/1_DOSSIER_Editoriale.pdf,"Filosofia, etica e tecnologie alimentari: questioni etiche e teoretiche. doaj, 2024."
الفلسفة، الأخلاق والتقنيات الغذائية: القضايا الأخلاقية والنظرية.,https://smarticle.tech/ar/article/filosofia-etica-e-tecnologie-alimentari-questioni-etiche-e-teoretiche-202605241143,Ancient Philosophy,Modi di vedere,https://doi.org/10.13125/rhesis/6077,"Modi di vedere""."
الفلسفة، الأخلاق والتقنيات الغذائية: القضايا الأخلاقية والنظرية.,https://smarticle.tech/ar/article/filosofia-etica-e-tecnologie-alimentari-questioni-etiche-e-teoretiche-202605241143,Ancient Philosophy,“And Þerfore Seythe Seneca”: ricezione delle Epistulae Morales ad Lucilium nei sermoni in medio inglese,https://doi.org/10.14672/fg.2860,“And Þerfore Seythe Seneca”.
الفلسفة، الأخلاق والتقنيات الغذائية: القضايا الأخلاقية والنظرية.,https://smarticle.tech/ar/article/filosofia-etica-e-tecnologie-alimentari-questioni-etiche-e-teoretiche-202605241143,Ancient Philosophy,Breve storia romanzata della filosofia della tecnologia,https://doi.org/10.4000/164lb,"Breve storia romanzata della filosofia della tecnologia""."
الفلسفة، الأخلاق والتقنيات الغذائية: القضايا الأخلاقية والنظرية.,https://smarticle.tech/ar/article/filosofia-etica-e-tecnologie-alimentari-questioni-etiche-e-teoretiche-202605241143,Ancient Philosophy,Variazioni ed identità: la genetica tra determinismo e libertà,https://core.ac.uk/download/11918759.pdf,"Variazioni ed identità: la genetica tra determinismo e libertà""."
الفشل أساساً للنظريات الأخلاقية؟: نحو الميتافيزيقا الجدلية ما بعد الأخلاق لميخائيل شتاينمان,https://smarticle.tech/ar/article/selhani-zakladem-moralnich-teorii-k-dialekticke-metaetice-michaela-steinman-202605241156,Contemporary Philosophy,Selhání základem morálních teorií?: k dialektické metaetice Michaela Steinmanna,https://doi.org/10.46854/fc.2024.3r.499,"""أعجزتِ الأخلاقُ عن أن تكونَ أساساً للنظرياتِ الأخلاقيةِ؟: في الديالكتيكِ الميتا-أخلاقيِّ لمايكل شتاينمان"". دواج، 2024."
