Academic Concept (EN),Academic Concept (AR),Concept URL (EN),Concept URL (AR),Subcategory,Reference Title,Reference URL,Citation (EN),Citation (AR)
Al-Ghazali's Epistemology vs. Ibn Sina's Avicennism: A Philosophical Debate,الإبستمولوجيا الغزالية مقابل الأفيسينية لابن سينا: نقاش فلسفي.,https://smarticle.tech/en/article/al-ghazali-s-epistemology-vs-ibn-sina-s-avicennism-a-philosophical-debate-202605160156,https://smarticle.tech/ar/article/al-ghazali-s-epistemology-vs-ibn-sina-s-avicennism-a-philosophical-debate-202605160156,Islamic Philosophy,Nazariyat al Mar'ifah Bayna al Qur'an Wa'l Falsafah Vol. 3,https://openlibrary.org/works/OL28807711W,"Nazariyat al Mar'ifah Bayna al Qur'an Wa'l Falsafah Vol. 3. by Rajih A. Kurdi, Rabbaniyat al Ma'rifah, Wa Mawgifuha Min. (1991). — International Institute of Islamic Thought, The. ISBN: 9780912463476","Nazariyat al Mar'ifah Bayna al Qur'an Wa'l Falsafah Vol. 3. بقلم Rajih A. Kurdi، Rabbaniyat al Ma'rifah، Wa Mawgifuha Min. (1991). — International Institute of Islamic Thought, The. ردمك: 9780912463476"
Al-Ghazali's Epistemology vs. Ibn Sina's Avicennism: A Philosophical Debate,الإبستمولوجيا الغزالية مقابل الأفيسينية لابن سينا: نقاش فلسفي.,https://smarticle.tech/en/article/al-ghazali-s-epistemology-vs-ibn-sina-s-avicennism-a-philosophical-debate-202605160156,https://smarticle.tech/ar/article/al-ghazali-s-epistemology-vs-ibn-sina-s-avicennism-a-philosophical-debate-202605160156,Islamic Philosophy,Science and epistemology in the Koran,https://openlibrary.org/works/OL2626254W,Science and epistemology in the Koran. by Masudul Alam Choudhury. (2006). — Edwin Mellen Press. ISBN: 0773460306,Science and epistemology in the Koran. بقلم Masudul Alam Choudhury. (2006). — Edwin Mellen Press. ردمك: 0773460306
Al-Ghazali's Epistemology vs. Ibn Sina's Avicennism: A Philosophical Debate,الإبستمولوجيا الغزالية مقابل الأفيسينية لابن سينا: نقاش فلسفي.,https://smarticle.tech/en/article/al-ghazali-s-epistemology-vs-ibn-sina-s-avicennism-a-philosophical-debate-202605160156,https://smarticle.tech/ar/article/al-ghazali-s-epistemology-vs-ibn-sina-s-avicennism-a-philosophical-debate-202605160156,Islamic Philosophy,"God and Humans in Islamic Thought: 'Abd al-Jabbar, Ibn Sina and al-Ghazali (review)",https://doi.org/10.1353/pew.2008.0020,"Marenbon, J. ""God and Humans in Islamic Thought: 'Abd al-Jabbar, Ibn Sina and al-Ghazali (review)"". *Philosophy East and West*, 2008.","مارينبون، ج. ""الله والبشر في الفكر الإسلامي: عبد الجبار وابن سينا والغزالي (مراجعة)"". *فلسفة شرق وغرب*، 2008."
Al-Ghazali's Epistemology vs. Ibn Sina's Avicennism: A Philosophical Debate,الإبستمولوجيا الغزالية مقابل الأفيسينية لابن سينا: نقاش فلسفي.,https://smarticle.tech/en/article/al-ghazali-s-epistemology-vs-ibn-sina-s-avicennism-a-philosophical-debate-202605160156,https://smarticle.tech/ar/article/al-ghazali-s-epistemology-vs-ibn-sina-s-avicennism-a-philosophical-debate-202605160156,Islamic Philosophy,Religion vs. Philosophy I—al-Ghazali,https://doi.org/10.2307/jj.809345.11,"Al-Ghazali. ""Religion vs. Philosophy I—al-Ghazali"". crossref, 2023.","الغزالي. ""الدين مقابل الفلسفة الأول—الغزالي"". كروسريف، 2023."
"Cartesian Rationalism: Cogito, Mind-Body Dualism, and Method of Doubt",الرواقية الكارتيزية: الكوجيتو، الثنائية الجسدية‑العقلية، وطريقة الشك.,https://smarticle.tech/en/article/cartesian-rationalism-cogito-mind-body-dualism-and-method-of-doubt-202605160202,https://smarticle.tech/ar/article/cartesian-rationalism-cogito-mind-body-dualism-and-method-of-doubt-202605160202,Modern Philosophy,Philosophical writings,https://archive.org/details/philosophicalwri00desc,Philosophical writings. by René Descartes. (1952). — Nelson. ISBN: 0171370996,Philosophical writings. بقلم René Descartes. (1952). — Nelson. ردمك: 0171370996
"Cartesian Rationalism: Cogito, Mind-Body Dualism, and Method of Doubt",الرواقية الكارتيزية: الكوجيتو، الثنائية الجسدية‑العقلية، وطريقة الشك.,https://smarticle.tech/en/article/cartesian-rationalism-cogito-mind-body-dualism-and-method-of-doubt-202605160202,https://smarticle.tech/ar/article/cartesian-rationalism-cogito-mind-body-dualism-and-method-of-doubt-202605160202,Modern Philosophy,Res cogitans,https://archive.org/details/rescogitansessay0000vend,Res cogitans. by Zeno Vendler. (1972). — Cornell University Press. ISBN: 9781501743733,Res cogitans. بقلم Zeno Vendler. (1972). — Cornell University Press. ردمك: 9781501743733
"Cartesian Rationalism: Cogito, Mind-Body Dualism, and Method of Doubt",الرواقية الكارتيزية: الكوجيتو، الثنائية الجسدية‑العقلية، وطريقة الشك.,https://smarticle.tech/en/article/cartesian-rationalism-cogito-mind-body-dualism-and-method-of-doubt-202605160202,https://smarticle.tech/ar/article/cartesian-rationalism-cogito-mind-body-dualism-and-method-of-doubt-202605160202,Modern Philosophy,Cartesian Rationalism,https://openlibrary.org/works/OL21574303W,"Cartesian Rationalism. by Zbigniew Drozdowicz. (2015). — Lang GmbH, Internationaler Verlag der Wissenschaften, Peter. ISBN: 9783653056112","Cartesian Rationalism. بقلم Zbigniew Drozdowicz. (2015). — Lang GmbH, Internationaler Verlag der Wissenschaften, Peter. ردمك: 9783653056112"
"Cartesian Rationalism: Cogito, Mind-Body Dualism, and Method of Doubt",الرواقية الكارتيزية: الكوجيتو، الثنائية الجسدية‑العقلية، وطريقة الشك.,https://smarticle.tech/en/article/cartesian-rationalism-cogito-mind-body-dualism-and-method-of-doubt-202605160202,https://smarticle.tech/ar/article/cartesian-rationalism-cogito-mind-body-dualism-and-method-of-doubt-202605160202,Modern Philosophy,Divine Will and the Mechanical Philosophy,https://openlibrary.org/works/OL8305801W,Divine Will and the Mechanical Philosophy. by Margaret J. Osler. (1994). — Cambridge University Press. ISBN: 9780521524926,Divine Will and the Mechanical Philosophy. بقلم Margaret J. Osler. (1994). — Cambridge University Press. ردمك: 9780521524926
"Cartesian Rationalism: Cogito, Mind-Body Dualism, and Method of Doubt",الرواقية الكارتيزية: الكوجيتو، الثنائية الجسدية‑العقلية، وطريقة الشك.,https://smarticle.tech/en/article/cartesian-rationalism-cogito-mind-body-dualism-and-method-of-doubt-202605160202,https://smarticle.tech/ar/article/cartesian-rationalism-cogito-mind-body-dualism-and-method-of-doubt-202605160202,Modern Philosophy,Descartes and the Enlightenment,https://archive.org/details/descartesenlight0000scho,Descartes and the Enlightenment. by Peter A. Schouls. (1989). — McGill-Queen's University Press. ISBN: 9780852245620,Descartes and the Enlightenment. بقلم Peter A. Schouls. (1989). — McGill-Queen's University Press. ردمك: 9780852245620
"Cartesian Rationalism: Cogito, Mind-Body Dualism, and Method of Doubt",الرواقية الكارتيزية: الكوجيتو، الثنائية الجسدية‑العقلية، وطريقة الشك.,https://smarticle.tech/en/article/cartesian-rationalism-cogito-mind-body-dualism-and-method-of-doubt-202605160202,https://smarticle.tech/ar/article/cartesian-rationalism-cogito-mind-body-dualism-and-method-of-doubt-202605160202,Modern Philosophy,Cartesian women,https://archive.org/details/cartesianwomenve00hart,Cartesian women. by Erica Harth. (1992). — Cornell University Press. ISBN: 0801427150,Cartesian women. بقلم Erica Harth. (1992). — Cornell University Press. ردمك: 0801427150
"Cartesian Rationalism: Cogito, Mind-Body Dualism, and Method of Doubt",الرواقية الكارتيزية: الكوجيتو، الثنائية الجسدية‑العقلية، وطريقة الشك.,https://smarticle.tech/en/article/cartesian-rationalism-cogito-mind-body-dualism-and-method-of-doubt-202605160202,https://smarticle.tech/ar/article/cartesian-rationalism-cogito-mind-body-dualism-and-method-of-doubt-202605160202,Modern Philosophy,Cartesian Dualism: Bridging Descartes’ Mind-Body Dichotomy to Contemporary Psychology and Mental Health,https://doi.org/10.59652/jcpas.v3i2.513,"Deo Kenneth Camargo. ""Cartesian Dualism: Bridging Descartes’ Mind-Body Dichotomy to Contemporary Psychology and Mental Health"". crossref, 2025.","من تأليف كينيث كامارغو. ""الازدواجية الديكارتية: جسر ديكارت بين ثنائية العقل والجسد وعلم النفس المعاصر والصحة العقلية"". كروسريف، 2025."
"Cartesian Rationalism: Cogito, Mind-Body Dualism, and Method of Doubt",الرواقية الكارتيزية: الكوجيتو، الثنائية الجسدية‑العقلية، وطريقة الشك.,https://smarticle.tech/en/article/cartesian-rationalism-cogito-mind-body-dualism-and-method-of-doubt-202605160202,https://smarticle.tech/ar/article/cartesian-rationalism-cogito-mind-body-dualism-and-method-of-doubt-202605160202,Modern Philosophy,Descartes on Mind and Body,https://doi.org/10.5840/cogito1988229,"Cottingham, John. ""Descartes on Mind and Body"". crossref, 1988.","من تأليف جون كوتينغهام. ""ديكارت عن العقل والجسد"". كروسريف، 1988."
"Cartesian Rationalism: Cogito, Mind-Body Dualism, and Method of Doubt",الرواقية الكارتيزية: الكوجيتو، الثنائية الجسدية‑العقلية، وطريقة الشك.,https://smarticle.tech/en/article/cartesian-rationalism-cogito-mind-body-dualism-and-method-of-doubt-202605160202,https://smarticle.tech/ar/article/cartesian-rationalism-cogito-mind-body-dualism-and-method-of-doubt-202605160202,Modern Philosophy,Mind-Body Dualism and the Harvey-Descartes Controversy,https://doi.org/10.2307/2709897,"Gorham, Geoffrey. ""Mind-Body Dualism and the Harvey-Descartes Controversy"". *crossref*, 1994.","من تأليف جيفري غورهام. ""الازدواجية العقل والجسد والجدل بين هارفي وديكارت"". *كروسريف*، 1994."
Kantian Epistemology: Categories of Understanding and the Synthetic A Priori,الإبستمولوجيا الكانطية: فئات الفهم والمعرفة التركيبية السابقة للخبرة.,https://smarticle.tech/en/article/kantian-epistemology-categories-of-understanding-and-the-synthetic-a-priori-202605160211,https://smarticle.tech/ar/article/kantian-epistemology-categories-of-understanding-and-the-synthetic-a-priori-202605160211,Modern Philosophy,Kritik der Urteilskraft,https://archive.org/details/critiquekantaest00kantuoft,Kritik der Urteilskraft. by Immanuel Kant. (1793). — Konemann. ISBN: 0760762023,Kritik der Urteilskraft. بقلم Immanuel Kant. (1793). — Konemann. ردمك: 0760762023
Kantian Epistemology: Categories of Understanding and the Synthetic A Priori,الإبستمولوجيا الكانطية: فئات الفهم والمعرفة التركيبية السابقة للخبرة.,https://smarticle.tech/en/article/kantian-epistemology-categories-of-understanding-and-the-synthetic-a-priori-202605160211,https://smarticle.tech/ar/article/kantian-epistemology-categories-of-understanding-and-the-synthetic-a-priori-202605160211,Modern Philosophy,Die Welt als Wille und Vorstellung,https://archive.org/details/worldaswillidea02scho_0,Die Welt als Wille und Vorstellung. by Arthur Schopenhauer. (1819). — Digireads.com Pub.. ISBN: 9798760673473,Die Welt als Wille und Vorstellung. بقلم Arthur Schopenhauer. (1819). — Digireads.com Pub.. ردمك: 9798760673473
Kantian Epistemology: Categories of Understanding and the Synthetic A Priori,الإبستمولوجيا الكانطية: فئات الفهم والمعرفة التركيبية السابقة للخبرة.,https://smarticle.tech/en/article/kantian-epistemology-categories-of-understanding-and-the-synthetic-a-priori-202605160211,https://smarticle.tech/ar/article/kantian-epistemology-categories-of-understanding-and-the-synthetic-a-priori-202605160211,Modern Philosophy,The Kantian epistemology and theism,https://archive.org/details/kantianepistemol00hodgrich,"The Kantian epistemology and theism. by Hodge, Caspar Wistar Jr.. (1894). — MacCalla & Co.","The Kantian epistemology and theism. بقلم Hodge, Caspar Wistar Jr.. (1894). — MacCalla & Co."
Kantian Epistemology: Categories of Understanding and the Synthetic A Priori,الإبستمولوجيا الكانطية: فئات الفهم والمعرفة التركيبية السابقة للخبرة.,https://smarticle.tech/en/article/kantian-epistemology-categories-of-understanding-and-the-synthetic-a-priori-202605160211,https://smarticle.tech/ar/article/kantian-epistemology-categories-of-understanding-and-the-synthetic-a-priori-202605160211,Modern Philosophy,Kantian Epistemology and Theism,https://openlibrary.org/works/OL37682294W,"Kantian Epistemology and Theism. by Caspar Wistar Hodge. (2023). — Creative Media Partners, LLC. ISBN: 9781020923944","Kantian Epistemology and Theism. بقلم Caspar Wistar Hodge. (2023). — Creative Media Partners, LLC. ردمك: 9781020923944"
Kantian Epistemology: Categories of Understanding and the Synthetic A Priori,الإبستمولوجيا الكانطية: فئات الفهم والمعرفة التركيبية السابقة للخبرة.,https://smarticle.tech/en/article/kantian-epistemology-categories-of-understanding-and-the-synthetic-a-priori-202605160211,https://smarticle.tech/ar/article/kantian-epistemology-categories-of-understanding-and-the-synthetic-a-priori-202605160211,Modern Philosophy,Who's Afraid of Idealism?,https://openlibrary.org/works/OL8499966W,"Who's Afraid of Idealism?. by Luis M. Augusto, Luis M. Augusto. (2005). — University Press of America. ISBN: 9780761832973",Who's Afraid of Idealism?. بقلم Luis M. Augusto، Luis M. Augusto. (2005). — University Press of America. ردمك: 9780761832973
Kantian Epistemology: Categories of Understanding and the Synthetic A Priori,الإبستمولوجيا الكانطية: فئات الفهم والمعرفة التركيبية السابقة للخبرة.,https://smarticle.tech/en/article/kantian-epistemology-categories-of-understanding-and-the-synthetic-a-priori-202605160211,https://smarticle.tech/ar/article/kantian-epistemology-categories-of-understanding-and-the-synthetic-a-priori-202605160211,Modern Philosophy,"Readings in epistemology from Descartes, Locke, Berkeley, Hume, Kant",https://openlibrary.org/works/OL18406335W,"Readings in epistemology from Descartes, Locke, Berkeley, Hume, Kant. by Vincent G. Potter. (1986). — Fordham University Press. ISBN: 0823213080","Readings in epistemology from Descartes, Locke, Berkeley, Hume, Kant. بقلم Vincent G. Potter. (1986). — Fordham University Press. ردمك: 0823213080"
Kantian Epistemology: Categories of Understanding and the Synthetic A Priori,الإبستمولوجيا الكانطية: فئات الفهم والمعرفة التركيبية السابقة للخبرة.,https://smarticle.tech/en/article/kantian-epistemology-categories-of-understanding-and-the-synthetic-a-priori-202605160211,https://smarticle.tech/ar/article/kantian-epistemology-categories-of-understanding-and-the-synthetic-a-priori-202605160211,Modern Philosophy,Synthetic a priori and mathematical account in Kant's philosophy,https://openlibrary.org/works/OL23453797W,Synthetic a priori and mathematical account in Kant's philosophy. by Giacomo Maria Virone. (2012). — LED. ISBN: 8879165992,Synthetic a priori and mathematical account in Kant's philosophy. بقلم Giacomo Maria Virone. (2012). — LED. ردمك: 8879165992
Kantian Epistemology: Categories of Understanding and the Synthetic A Priori,الإبستمولوجيا الكانطية: فئات الفهم والمعرفة التركيبية السابقة للخبرة.,https://smarticle.tech/en/article/kantian-epistemology-categories-of-understanding-and-the-synthetic-a-priori-202605160211,https://smarticle.tech/ar/article/kantian-epistemology-categories-of-understanding-and-the-synthetic-a-priori-202605160211,Modern Philosophy,"Locke, Kant, and Synthetic A Priori Cognition",https://doi.org/10.1515/kantyb-2015-0003,"Brian A. Chance. ""Locke, Kant, and Synthetic A Priori Cognition"". *crossref*, 2015.","برايان إيه. تشانس. ""لوك، كانط، والإدراك الاستنباطي التركيبي القبلي"". *كروسريف*، 2015."
Kantian Epistemology: Categories of Understanding and the Synthetic A Priori,الإبستمولوجيا الكانطية: فئات الفهم والمعرفة التركيبية السابقة للخبرة.,https://smarticle.tech/en/article/kantian-epistemology-categories-of-understanding-and-the-synthetic-a-priori-202605160211,https://smarticle.tech/ar/article/kantian-epistemology-categories-of-understanding-and-the-synthetic-a-priori-202605160211,Modern Philosophy,The Synthetic A Priori in Strawson ‘s Kantianism,https://doi.org/10.1093/oso/9780199252824.003.0007,"Stroud, Barry. ""The Synthetic A Priori in Strawson’s Kantianism"". *crossref*, 2003.","باري سترود. ""الاستنباطي التركيبي القبلي في كانطية ستروسون"". *كروسريف*، 2003."
Kantian Epistemology: Categories of Understanding and the Synthetic A Priori,الإبستمولوجيا الكانطية: فئات الفهم والمعرفة التركيبية السابقة للخبرة.,https://smarticle.tech/en/article/kantian-epistemology-categories-of-understanding-and-the-synthetic-a-priori-202605160211,https://smarticle.tech/ar/article/kantian-epistemology-categories-of-understanding-and-the-synthetic-a-priori-202605160211,Modern Philosophy,Kant and Husserl on the Synthetic A Priori,https://doi.org/10.1515/kant.1972.63.1-4.341,"Gallagher, Kenneth T. ""Kant and Husserl on the Synthetic A Priori"". *Kant-Studien*, 1972.","كينيث تي. غالاغر. ""كانط وهوسرل حول الاستنباطي التركيبي القبلي"". *كانت-شتودين*، 1972."
"British Empiricism: Locke on Ideas, Hume on Causation, and the Limits of Knowledge",الإمبريالية البريطانية: لوك حول الأفكار، هيوم حول السببية، وحدود المعرفة.,https://smarticle.tech/en/article/british-empiricism-locke-on-ideas-hume-on-causation-and-the-limits-of-knowl-202605160219,https://smarticle.tech/ar/article/british-empiricism-locke-on-ideas-hume-on-causation-and-the-limits-of-knowl-202605160219,Modern Philosophy,A history of philosophy,https://archive.org/details/historyofphiloso0003copl_i3g7,A history of philosophy. by Frederick Charles Copleston. (1900). — Newman Bookshop. ISBN: 0855321814,A history of philosophy. بقلم Frederick Charles Copleston. (1900). — Newman Bookshop. ردمك: 0855321814
"British Empiricism: Locke on Ideas, Hume on Causation, and the Limits of Knowledge",الإمبريالية البريطانية: لوك حول الأفكار، هيوم حول السببية، وحدود المعرفة.,https://smarticle.tech/en/article/british-empiricism-locke-on-ideas-hume-on-causation-and-the-limits-of-knowl-202605160219,https://smarticle.tech/ar/article/british-empiricism-locke-on-ideas-hume-on-causation-and-the-limits-of-knowl-202605160219,Modern Philosophy,Essays and treatises on several subjects,https://archive.org/details/essaysandtreati28humegoog,Essays and treatises on several subjects. by David Hume. (1753). — Printed for A. Millar,Essays and treatises on several subjects. بقلم David Hume. (1753). — Printed for A. Millar
"British Empiricism: Locke on Ideas, Hume on Causation, and the Limits of Knowledge",الإمبريالية البريطانية: لوك حول الأفكار، هيوم حول السببية، وحدود المعرفة.,https://smarticle.tech/en/article/british-empiricism-locke-on-ideas-hume-on-causation-and-the-limits-of-knowl-202605160219,https://smarticle.tech/ar/article/british-empiricism-locke-on-ideas-hume-on-causation-and-the-limits-of-knowl-202605160219,Modern Philosophy,The Varieties of Religious Experience,https://archive.org/details/varietiesofrelig0000jame_l3u3,"The Varieties of Religious Experience. by William James, Dr. William James, WILLIAM JAMES. (1817). — Image Books. ISBN: 9781726136587",The Varieties of Religious Experience. بقلم William James، Dr. William James، WILLIAM JAMES. (1817). — Image Books. ردمك: 9781726136587
"British Empiricism: Locke on Ideas, Hume on Causation, and the Limits of Knowledge",الإمبريالية البريطانية: لوك حول الأفكار، هيوم حول السببية، وحدود المعرفة.,https://smarticle.tech/en/article/british-empiricism-locke-on-ideas-hume-on-causation-and-the-limits-of-knowl-202605160219,https://smarticle.tech/ar/article/british-empiricism-locke-on-ideas-hume-on-causation-and-the-limits-of-knowl-202605160219,Modern Philosophy,"Language, truth and logic",https://archive.org/details/AlfredAyer,"Language, truth and logic. by A. J. Ayer. (1936). — Penguin. ISBN: 0140136592","Language, truth and logic. بقلم A. J. Ayer. (1936). — Penguin. ردمك: 0140136592"
"British Empiricism: Locke on Ideas, Hume on Causation, and the Limits of Knowledge",الإمبريالية البريطانية: لوك حول الأفكار، هيوم حول السببية، وحدود المعرفة.,https://smarticle.tech/en/article/british-empiricism-locke-on-ideas-hume-on-causation-and-the-limits-of-knowl-202605160219,https://smarticle.tech/ar/article/british-empiricism-locke-on-ideas-hume-on-causation-and-the-limits-of-knowl-202605160219,Modern Philosophy,Essays in radical empiricism,https://archive.org/details/essaysinradicale00jame,Essays in radical empiricism. by William James. (1912). — University of Nebraska Press. ISBN: 9780803275898,Essays in radical empiricism. بقلم William James. (1912). — University of Nebraska Press. ردمك: 9780803275898
"British Empiricism: Locke on Ideas, Hume on Causation, and the Limits of Knowledge",الإمبريالية البريطانية: لوك حول الأفكار، هيوم حول السببية، وحدود المعرفة.,https://smarticle.tech/en/article/british-empiricism-locke-on-ideas-hume-on-causation-and-the-limits-of-knowl-202605160219,https://smarticle.tech/ar/article/british-empiricism-locke-on-ideas-hume-on-causation-and-the-limits-of-knowl-202605160219,Modern Philosophy,Experience and nature,https://archive.org/details/experiencenature00dewe_487,Experience and nature. by John Dewey. (1925). — Open court Publishing Company. ISBN: 0875480977,Experience and nature. بقلم John Dewey. (1925). — Open court Publishing Company. ردمك: 0875480977
"British Empiricism: Locke on Ideas, Hume on Causation, and the Limits of Knowledge",الإمبريالية البريطانية: لوك حول الأفكار، هيوم حول السببية، وحدود المعرفة.,https://smarticle.tech/en/article/british-empiricism-locke-on-ideas-hume-on-causation-and-the-limits-of-knowl-202605160219,https://smarticle.tech/ar/article/british-empiricism-locke-on-ideas-hume-on-causation-and-the-limits-of-knowl-202605160219,Modern Philosophy,Art as Experience,https://archive.org/details/artasexperience0000dewe_l1f6,Art as Experience. by John Dewey. (1934). — Allen and Unwin. ISBN: 0399500251,Art as Experience. بقلم John Dewey. (1934). — Allen and Unwin. ردمك: 0399500251
"British Empiricism: Locke on Ideas, Hume on Causation, and the Limits of Knowledge",الإمبريالية البريطانية: لوك حول الأفكار، هيوم حول السببية، وحدود المعرفة.,https://smarticle.tech/en/article/british-empiricism-locke-on-ideas-hume-on-causation-and-the-limits-of-knowl-202605160219,https://smarticle.tech/ar/article/british-empiricism-locke-on-ideas-hume-on-causation-and-the-limits-of-knowl-202605160219,Modern Philosophy,Separability and concept-empiricism: hume vs. locke,https://doi.org/10.1080/09608780701605010,"Weintraub, Ruth. ""Separability and concept-empiricism: hume vs. locke"". *crossref*, 2007.","روث وينتروب. ""الفصلية والمذهب التجريبي للمفاهيم: هيوم مقابل لوك"". *كروسريف*، 2007."
"British Empiricism: Locke on Ideas, Hume on Causation, and the Limits of Knowledge",الإمبريالية البريطانية: لوك حول الأفكار، هيوم حول السببية، وحدود المعرفة.,https://smarticle.tech/en/article/british-empiricism-locke-on-ideas-hume-on-causation-and-the-limits-of-knowl-202605160219,https://smarticle.tech/ar/article/british-empiricism-locke-on-ideas-hume-on-causation-and-the-limits-of-knowl-202605160219,Modern Philosophy,"Hume on Ideas, Evidence, and Knowledge",https://doi.org/10.1093/acprof:oso/9780198716785.003.0003,"De Pierris, Graciela. ""Hume on Ideas, Evidence, and Knowledge"". *crossref*, 2015.","غراتسيلا دي بيريس. ""هيوم حول الأفكار والأدلة والمعرفة"". *كروسريف*، 2015."
"British Empiricism: Locke on Ideas, Hume on Causation, and the Limits of Knowledge",الإمبريالية البريطانية: لوك حول الأفكار، هيوم حول السببية، وحدود المعرفة.,https://smarticle.tech/en/article/british-empiricism-locke-on-ideas-hume-on-causation-and-the-limits-of-knowl-202605160219,https://smarticle.tech/ar/article/british-empiricism-locke-on-ideas-hume-on-causation-and-the-limits-of-knowl-202605160219,Modern Philosophy,Hume and Locke on Causation and Scientific Methodology,https://doi.org/10.1093/acprof:oso/9780198716785.003.0004,"De Pierris, Graciela. ""Hume and Locke on Causation and Scientific Methodology"". crossref, 2015.","غراتسيلا دي بيريس. ""هيوم ولوك حول السببية والمنهجية العلمية"". *كروسريف*، 2015."
"Existentialism: Sartre, Heidegger, and Authentic Existence",الوجودية: سارتر، هايدغر، والوجود الأصيل,https://smarticle.tech/en/article/existentialism-sartre-heidegger-and-authentic-existence-202605160227,https://smarticle.tech/ar/article/existentialism-sartre-heidegger-and-authentic-existence-202605160227,Contemporary Philosophy,Sein und Zeit,https://archive.org/details/ontimebeing0000heid_c7l5,Sein und Zeit. by Martin Heidegger. (1927). — Neomarius. ISBN: 9780710086457,Sein und Zeit. بقلم Martin Heidegger. (1927). — Neomarius. ردمك: 9780710086457
"Existentialism: Sartre, Heidegger, and Authentic Existence",الوجودية: سارتر، هايدغر، والوجود الأصيل,https://smarticle.tech/en/article/existentialism-sartre-heidegger-and-authentic-existence-202605160227,https://smarticle.tech/ar/article/existentialism-sartre-heidegger-and-authentic-existence-202605160227,Contemporary Philosophy,Jenseits von Gut und Böse,https://archive.org/details/beyondgoodevil0000niet,Jenseits von Gut und Böse. by Friedrich Nietzsche. (1885). — Allen & Unwin. ISBN: 9781981824007,Jenseits von Gut und Böse. بقلم Friedrich Nietzsche. (1885). — Allen & Unwin. ردمك: 9781981824007
"Existentialism: Sartre, Heidegger, and Authentic Existence",الوجودية: سارتر، هايدغر، والوجود الأصيل,https://smarticle.tech/en/article/existentialism-sartre-heidegger-and-authentic-existence-202605160227,https://smarticle.tech/ar/article/existentialism-sartre-heidegger-and-authentic-existence-202605160227,Contemporary Philosophy,Le Deuxième Sexe,https://archive.org/details/secondsex0000beau_f7y6,Le Deuxième Sexe. by Simone de Beauvoir. (1949). — Bantam Books. ISBN: 9781530969593,Le Deuxième Sexe. بقلم Simone de Beauvoir. (1949). — Bantam Books. ردمك: 9781530969593
"Existentialism: Sartre, Heidegger, and Authentic Existence",الوجودية: سارتر، هايدغر، والوجود الأصيل,https://smarticle.tech/en/article/existentialism-sartre-heidegger-and-authentic-existence-202605160227,https://smarticle.tech/ar/article/existentialism-sartre-heidegger-and-authentic-existence-202605160227,Contemporary Philosophy,Le mur,https://archive.org/details/bwb_P3-DGI-113,Le mur. by Jean-Paul Sartre. (1935). — Alianza. ISBN: 0828837759,Le mur. بقلم Jean-Paul Sartre. (1935). — Alianza. ردمك: 0828837759
"Existentialism: Sartre, Heidegger, and Authentic Existence",الوجودية: سارتر، هايدغر، والوجود الأصيل,https://smarticle.tech/en/article/existentialism-sartre-heidegger-and-authentic-existence-202605160227,https://smarticle.tech/ar/article/existentialism-sartre-heidegger-and-authentic-existence-202605160227,Contemporary Philosophy,La nausée,https://archive.org/details/nauseasart00sart,La nausée. by Jean-Paul Sartre. (1938). — Rodopi. ISBN: 9782070368051,La nausée. بقلم Jean-Paul Sartre. (1938). — Rodopi. ردمك: 9782070368051
"Existentialism: Sartre, Heidegger, and Authentic Existence",الوجودية: سارتر، هايدغر، والوجود الأصيل,https://smarticle.tech/en/article/existentialism-sartre-heidegger-and-authentic-existence-202605160227,https://smarticle.tech/ar/article/existentialism-sartre-heidegger-and-authentic-existence-202605160227,Contemporary Philosophy,L'être et le néant,https://archive.org/details/letreetleneant00jean,L'être et le néant. by Jean-Paul Sartre. (1943). — Gramercy Books. ISBN: 9781138301375,L'être et le néant. بقلم Jean-Paul Sartre. (1943). — Gramercy Books. ردمك: 9781138301375
"Existentialism: Sartre, Heidegger, and Authentic Existence",الوجودية: سارتر، هايدغر، والوجود الأصيل,https://smarticle.tech/en/article/existentialism-sartre-heidegger-and-authentic-existence-202605160227,https://smarticle.tech/ar/article/existentialism-sartre-heidegger-and-authentic-existence-202605160227,Contemporary Philosophy,L'Homme révolté,https://archive.org/details/rebel0000unse_n3f7,L'Homme révolté. by Albert Camus. (1951). — Izd-vo Politicheskoĭ lit-ry. ISBN: 0141914106,L'Homme révolté. بقلم Albert Camus. (1951). — Izd-vo Politicheskoĭ lit-ry. ردمك: 0141914106
"Existentialism: Sartre, Heidegger, and Authentic Existence",الوجودية: سارتر، هايدغر، والوجود الأصيل,https://smarticle.tech/en/article/existentialism-sartre-heidegger-and-authentic-existence-202605160227,https://smarticle.tech/ar/article/existentialism-sartre-heidegger-and-authentic-existence-202605160227,Contemporary Philosophy,... Trotzdem Ja zum Leben sagen,https://archive.org/details/manssearchformea0000vikt_n7m8,... Trotzdem Ja zum Leben sagen. by Viktor E. Frankl. (1946). — Verlag für Jugend und Volk. ISBN: 8171086381,... Trotzdem Ja zum Leben sagen. بقلم Viktor E. Frankl. (1946). — Verlag für Jugend und Volk. ردمك: 8171086381
