المفهوم الأكاديمي,رابط المفهوم على سمارتيكل,التخصص الفرعي,عنوان المرجع الأكاديمي,رابط المرجع المباشر,التوثيق المنسق
دراسات التلمود: المشناه والجمارة وتطور القانون اليهودي.,https://smarticle.tech/ar/article/talmudic-studies-the-mishnah-gemara-and-the-development-of-jewish-law-202605160330,Judaism,Mishneh Torah (Codification of Talmudic laws),https://archive.org/details/sefermishnehtora048800,Mishneh Torah (Codification of Talmudic laws). بقلم Moses Maimonides. (1470). ردمك: 9781885220684
دراسات التلمود: المشناه والجمارة وتطور القانون اليهودي.,https://smarticle.tech/ar/article/talmudic-studies-the-mishnah-gemara-and-the-development-of-jewish-law-202605160330,Judaism,Qeṣat mifraṣ riʾs͡hōn s͡hel masek͡het Sanhedrīn s͡hel talmūd bavlī de-hayeynū mis͡hnah riʾs͡hōnah ṿeha-gemaraʾ ha-śeyyk͡hat le-kaʾn,https://archive.org/details/qeatmifrarishnsh01unse,Qeṣat mifraṣ riʾs͡hōn s͡hel masek͡het Sanhedrīn s͡hel talmūd bavlī de-hayeynū mis͡hnah riʾs͡hōnah ṿeha-gemaraʾ ha-śeyyk͡hat le-kaʾn. بقلم Fredrik August Fehr. (1872). — Akademiska boktryckeriet
دراسات التلمود: المشناه والجمارة وتطور القانون اليهودي.,https://smarticle.tech/ar/article/talmudic-studies-the-mishnah-gemara-and-the-development-of-jewish-law-202605160330,Judaism,The Talmud of the land of Israel,https://archive.org/details/isbn_0226576795_20,The Talmud of the land of Israel. بقلم Jacob Neusner. (1982). — University Of Chicago Press. ردمك: 9780226576749
دراسات التلمود: المشناه والجمارة وتطور القانون اليهودي.,https://smarticle.tech/ar/article/talmudic-studies-the-mishnah-gemara-and-the-development-of-jewish-law-202605160330,Judaism,The Mishnah,https://archive.org/details/mishnah_neus_1999_000_6772338,The Mishnah. بقلم Jacob Neusner. (1988). — Jason Aronson. ردمك: 0391041592
دراسات التلمود: المشناه والجمارة وتطور القانون اليهودي.,https://smarticle.tech/ar/article/talmudic-studies-the-mishnah-gemara-and-the-development-of-jewish-law-202605160330,Judaism,Sefer Otsar Ḥayim,https://openlibrary.org/works/OL22382859W,Sefer Otsar Ḥayim. بقلم Ḥayim Tsevi Hirsh ben Y. Broda. (1899). — Bi-defus Y.L. ben E. Lipman
دراسات التلمود: المشناه والجمارة وتطور القانون اليهودي.,https://smarticle.tech/ar/article/talmudic-studies-the-mishnah-gemara-and-the-development-of-jewish-law-202605160330,Judaism,The commentatorial tradition: Mishnah and Talmud,https://doi.org/10.4324/9780203088685-11,"Neusner, Jacob. ""The commentatorial tradition: Mishnah and Talmud"". *crossref*, 2006."
دراسات التلمود: المشناه والجمارة وتطور القانون اليهودي.,https://smarticle.tech/ar/article/talmudic-studies-the-mishnah-gemara-and-the-development-of-jewish-law-202605160330,Judaism,Tradition in the Making—The Mishnah and the Talmuds,https://doi.org/10.2307/j.ctt22nm8fw.8,"Neusner, Jacob. ""Tradition in the Making—The Mishnah and the Talmuds"". *crossref*, 2012."
دراسات التلمود: المشناه والجمارة وتطور القانون اليهودي.,https://smarticle.tech/ar/article/talmudic-studies-the-mishnah-gemara-and-the-development-of-jewish-law-202605160330,Judaism,Elizabeth Shanks Alexander. Transmitting Mishnah: The Shaping Influence of Oral Tradition,https://doi.org/10.6017/scjr.v3i1.1494,"Suomala, Karla. ""Elizabeth Shanks Alexander. Transmitting Mishnah: The Shaping Influence of Oral Tradition"". crossref, 2011."
دراسات التلمود: المشناه والجمارة وتطور القانون اليهودي.,https://smarticle.tech/ar/article/talmudic-studies-the-mishnah-gemara-and-the-development-of-jewish-law-202605160330,Judaism,"Scripture and Mishnah: The Exegetical Origins of ""Maddaf""",https://doi.org/10.2307/3622366,"Jacob Neusner. ""Scripture and Mishnah: The Exegetical Origins of 'Maddaf'"". crossref, 1979."
دراسات التلمود: المشناه والجمارة وتطور القانون اليهودي.,https://smarticle.tech/ar/article/talmudic-studies-the-mishnah-gemara-and-the-development-of-jewish-law-202605160330,Judaism,Modes of Legal Analysis in the Mishnah,https://doi.org/10.1017/cbo9780511584565.004,"Neusner, Jacob. ""Modes of Legal Analysis in the Mishnah"". *crossref*, 2006."
التصوف اليهودي (الكابالا): الزوهار، السفيروت، والتقليد الصوفي.,https://smarticle.tech/ar/article/jewish-mysticism-kabbalah-zohar-sefirot-and-the-mystical-tradition-202605180139,Judaism,Ursprung und Anfänge der Kabbala,https://archive.org/details/urpsrungundanfae0000scho,"Ursprung und Anfänge der Kabbala. بقلم Gershom Scholem. (1900). — de Gruyter GmbH, Walter. ردمك: 9783111792200"
التصوف اليهودي (الكابالا): الزوهار، السفيروت، والتقليد الصوفي.,https://smarticle.tech/ar/article/jewish-mysticism-kabbalah-zohar-sefirot-and-the-mystical-tradition-202605180139,Judaism,Kabballah,https://archive.org/details/kabbalah00schorich,Kabballah. بقلم Gershon Scholem. (1974). — Quadrangle/New York Times Book Co.. ردمك: 0706513584
التصوف اليهودي (الكابالا): الزوهار، السفيروت، والتقليد الصوفي.,https://smarticle.tech/ar/article/jewish-mysticism-kabbalah-zohar-sefirot-and-the-mystical-tradition-202605180139,Judaism,The Bahir,https://archive.org/details/bahironeofo00nehu,The Bahir. بقلم Aryeh Kaplan. (1977). — Red Wheel/Weiser. ردمك: 9781609254933
التصوف اليهودي (الكابالا): الزوهار، السفيروت، والتقليد الصوفي.,https://smarticle.tech/ar/article/jewish-mysticism-kabbalah-zohar-sefirot-and-the-mystical-tradition-202605180139,Judaism,Tree of Life,https://archive.org/details/arboldelavidauna0000hale,Tree of Life. بقلم Z'ev ben Shimon Halevi. (1972). — Rider. ردمك: 0091500117
التصوف اليهودي (الكابالا): الزوهار، السفيروت، والتقليد الصوفي.,https://smarticle.tech/ar/article/jewish-mysticism-kabbalah-zohar-sefirot-and-the-mystical-tradition-202605180139,Judaism,Jewish Mysticism,https://archive.org/details/jewishmysticism00abel,Jewish Mysticism. بقلم Joshua Abelson. (1913). — G. Bell. ردمك: 0872030962
التصوف اليهودي (الكابالا): الزوهار، السفيروت، والتقليد الصوفي.,https://smarticle.tech/ar/article/jewish-mysticism-kabbalah-zohar-sefirot-and-the-mystical-tradition-202605180139,Judaism,De arte cabalistica,https://openlibrary.org/works/OL1513862W,De arte cabalistica. بقلم Johann Reuchlin. (1973). — Abaris Books. ردمك: 31115420
التصوف اليهودي (الكابالا): الزوهار، السفيروت، والتقليد الصوفي.,https://smarticle.tech/ar/article/jewish-mysticism-kabbalah-zohar-sefirot-and-the-mystical-tradition-202605180139,Judaism,Kabbalah and the Art of Being,https://archive.org/details/kabbalahartofbei0000shok,Kabbalah and the Art of Being. بقلم Shimon Shokek. (2000). — Routledge. ردمك: 9781306142199
التصوف اليهودي (الكابالا): الزوهار، السفيروت، والتقليد الصوفي.,https://smarticle.tech/ar/article/jewish-mysticism-kabbalah-zohar-sefirot-and-the-mystical-tradition-202605180139,Judaism,Hekhalot Literature and the Origins of Jewish Mysticism,https://doi.org/10.5871/bacad/9780197264744.003.0016,"بيتر شيفر. ""الأدب الهيكالوتي وأصول التصوف اليهودي"". كروسريف، 2011."
التصوف اليهودي (الكابالا): الزوهار، السفيروت، والتقليد الصوفي.,https://smarticle.tech/ar/article/jewish-mysticism-kabbalah-zohar-sefirot-and-the-mystical-tradition-202605180139,Judaism,Early Modern Criticism of the Zohar,https://doi.org/10.23943/princeton/9780691145082.003.0003,"يعقوب دويك. ""النقد المبكر لزوهار"". كروسريف، 2011."
التصوف اليهودي (الكابالا): الزوهار، السفيروت، والتقليد الصوفي.,https://smarticle.tech/ar/article/jewish-mysticism-kabbalah-zohar-sefirot-and-the-mystical-tradition-202605180139,Judaism,"Spheres, <i>Sefirot</i>, and the Imaginal Astronomical Discourse of Classical Kabbalah",https://doi.org/10.1017/s0017816020000061,"ج. ح. شاجيس. ""الكرات، *سفيروت*، والخطاب الفلكي الخيالي للكابالا الكلاسيكية"". *مراجعة الجمعية الأمريكية للدراسات اليهودية*، 2020."
الأساطير القديمة والوثنية: الالمجمع الإلهي اليوناني والروماني والنوردي.,https://smarticle.tech/ar/article/ancient-mythology-and-polytheism-greek-roman-and-norse-pantheons-202605180148,Ancient Religions,Tanglewood Tales,https://archive.org/details/bwb_KR-444-433,"Tanglewood Tales. بقلم Nathaniel Hawthorne. (1853). — Houghton, Mifflin. ردمك: 1530826837"
الأساطير القديمة والوثنية: الالمجمع الإلهي اليوناني والروماني والنوردي.,https://smarticle.tech/ar/article/ancient-mythology-and-polytheism-greek-roman-and-norse-pantheons-202605180148,Ancient Religions,The Age of Fable,https://archive.org/details/ageoffableorstor00bulf_0,The Age of Fable. بقلم Thomas Bulfinch. (1800). — Henry Altemus. ردمك: 1097434508
الأساطير القديمة والوثنية: الالمجمع الإلهي اليوناني والروماني والنوردي.,https://smarticle.tech/ar/article/ancient-mythology-and-polytheism-greek-roman-and-norse-pantheons-202605180148,Ancient Religions,Ἰλιάς,https://archive.org/details/iliadofhomerdone00home,Ἰλιάς. بقلم Όμηρος. (1505). — Printed by Thomas Roycroft. ردمك: 8474140404
الأساطير القديمة والوثنية: الالمجمع الإلهي اليوناني والروماني والنوردي.,https://smarticle.tech/ar/article/ancient-mythology-and-polytheism-greek-roman-and-norse-pantheons-202605180148,Ancient Religions,Ὀδύσσεια,https://archive.org/details/lodysse02hom,Ὀδύσσεια. بقلم Όμηρος. (1488). — Newnes. ردمك: 9626340312
الأساطير القديمة والوثنية: الالمجمع الإلهي اليوناني والروماني والنوردي.,https://smarticle.tech/ar/article/ancient-mythology-and-polytheism-greek-roman-and-norse-pantheons-202605180148,Ancient Religions,Metamorphoses,https://archive.org/details/mtamorphoses00ovid,Metamorphoses. بقلم Ovid. (1479). — Appresso Camillo Franceschini. ردمك: 9789022108819
الأساطير القديمة والوثنية: الالمجمع الإلهي اليوناني والروماني والنوردي.,https://smarticle.tech/ar/article/ancient-mythology-and-polytheism-greek-roman-and-norse-pantheons-202605180148,Ancient Religions,Aeneis,https://archive.org/details/enidelivresvii00virg,Aeneis. بقلم Publius Vergilius Maro. (1592). — Nelson Thornes Ltd. ردمك: 9780872207318
الأساطير القديمة والوثنية: الالمجمع الإلهي اليوناني والروماني والنوردي.,https://smarticle.tech/ar/article/ancient-mythology-and-polytheism-greek-roman-and-norse-pantheons-202605180148,Ancient Religions,Mythology,https://archive.org/details/lamythologiesesd0000hami,Mythology. بقلم Edith Hamilton. (1940). — Warner Books. ردمك: 0451621891
الأساطير القديمة والوثنية: الالمجمع الإلهي اليوناني والروماني والنوردي.,https://smarticle.tech/ar/article/ancient-mythology-and-polytheism-greek-roman-and-norse-pantheons-202605180148,Ancient Religions,Meditations,https://archive.org/details/marcusaureliusan00marcrich,"Meditations. بقلم Marcus Aurelius. (1626). — Printed by R. Cruttwell, for G. G. J. and J. Robinson. ردمك: 9798673188460"
الأساطير القديمة والوثنية: الالمجمع الإلهي اليوناني والروماني والنوردي.,https://smarticle.tech/ar/article/ancient-mythology-and-polytheism-greek-roman-and-norse-pantheons-202605180148,Ancient Religions,"The Student's Mythology: A Compendium of Greek, Roman, Egyptian, Assyrian, Persian, Hindoo, Chinese, Thibetian, Scandinavian, Celtic, Aztec, and Peruv",https://www.gutenberg.org/ebooks/37380,"The Student's Mythology: A Compendium of Greek, Roman, Egyptian, Assyrian, Persian, Hindoo, Chinese, Thibetian, Scandinavian, Celtic, Aztec, and Peruvian Mythologies. بقلم White, Catherine Ann. — Project Gutenberg"
الأساطير القديمة والوثنية: الالمجمع الإلهي اليوناني والروماني والنوردي.,https://smarticle.tech/ar/article/ancient-mythology-and-polytheism-greek-roman-and-norse-pantheons-202605180148,Ancient Religions,Συμπόσιον,https://archive.org/details/uvrescompltes42plat,Συμπόσιον. بقلم Πλάτων. (1559). — E-Artnow. ردمك: 1776784316
الدين المصري القديم: الكونية، الطقوس، والحياة بعد الموت.,https://smarticle.tech/ar/article/ancient-egyptian-religion-cosmology-ritual-and-the-afterlife-202605180156,Ancient Religions,The Book of the Dead,https://archive.org/details/bookofdeadenglis0001unse,The Book of the Dead. بقلم E. A. Wallis Budge، David Lorimer، Foy Scalf. (1894). — Book Tree. ردمك: 9351285154
الدين المصري القديم: الكونية، الطقوس، والحياة بعد الموت.,https://smarticle.tech/ar/article/ancient-egyptian-religion-cosmology-ritual-and-the-afterlife-202605180156,Ancient Religions,Egyptian ideas of the future life,https://archive.org/details/egyptianideasoff00budg_0,Egyptian ideas of the future life. بقلم E. A. Wallis Budge. (1899). — Routledge & K.Paul. ردمك: 9781299993525
الدين المصري القديم: الكونية، الطقوس، والحياة بعد الموت.,https://smarticle.tech/ar/article/ancient-egyptian-religion-cosmology-ritual-and-the-afterlife-202605180156,Ancient Religions,Development of religion and thought in ancient Egypt,https://archive.org/details/developmentofrel00breauoft,Development of religion and thought in ancient Egypt. بقلم James Henry Breasted. (1912). — Kessinger Publishing. ردمك: 0790517442
الدين المصري القديم: الكونية، الطقوس، والحياة بعد الموت.,https://smarticle.tech/ar/article/ancient-egyptian-religion-cosmology-ritual-and-the-afterlife-202605180156,Ancient Religions,Myths & Legends of Ancient Egypt,https://archive.org/details/mythslegendsanci00spen,Myths & Legends of Ancient Egypt. بقلم Lewis Spence. (1900). — Frederick A. Stokes company. ردمك: 9798495778443
الدين المصري القديم: الكونية، الطقوس، والحياة بعد الموت.,https://smarticle.tech/ar/article/ancient-egyptian-religion-cosmology-ritual-and-the-afterlife-202605180156,Ancient Religions,Egyptian magic,https://archive.org/details/egyptianmagic1899budg,Egyptian magic. بقلم E. A. Wallis Budge. (1899). — Arkana. ردمك: 1850631069
الدين المصري القديم: الكونية، الطقوس، والحياة بعد الموت.,https://smarticle.tech/ar/article/ancient-egyptian-religion-cosmology-ritual-and-the-afterlife-202605180156,Ancient Religions,Pantheism; its story and significance,https://archive.org/details/pantheismitsstor00pictrich,Pantheism; its story and significance. بقلم J. Allanson Picton. (1905). — Hesperides Press. ردمك: 9798692486769
الدين المصري القديم: الكونية، الطقوس، والحياة بعد الموت.,https://smarticle.tech/ar/article/ancient-egyptian-religion-cosmology-ritual-and-the-afterlife-202605180156,Ancient Religions,The Kabbala,https://archive.org/details/kabbalatruescien00panc,The Kabbala. بقلم S. Pancoast. (1877). — J. M. Stoddart & Co.. ردمك: 1564591670
الدين المصري القديم: الكونية، الطقوس، والحياة بعد الموت.,https://smarticle.tech/ar/article/ancient-egyptian-religion-cosmology-ritual-and-the-afterlife-202605180156,Ancient Religions,"Egyptian cosmology, ancient",https://doi.org/10.4324/9780415249126-n094-1,"جون د. راي. ""علم الكونيات المصري القديم"". كروسرف، 2004."
الدين المصري القديم: الكونية، الطقوس، والحياة بعد الموت.,https://smarticle.tech/ar/article/ancient-egyptian-religion-cosmology-ritual-and-the-afterlife-202605180156,Ancient Religions,Ancient Egyptian Religion,https://doi.org/10.1093/acrefore/9780199340378.013.246,"كورشي دوسو. ""الدين المصري القديم"". موسوعة أوكسفورد للأبحاث في الدين، 2018."
الدين المصري القديم: الكونية، الطقوس، والحياة بعد الموت.,https://smarticle.tech/ar/article/ancient-egyptian-religion-cosmology-ritual-and-the-afterlife-202605180156,Ancient Religions,Hathor and Thoth: Two Key Figures of the Ancient Egyptian Religion,https://doi.org/10.1163/9789004378445_010,"سي. جاي. بليكر. ""هاتور وتوت: شخصيتان رئيسيتان في الدين المصري القديم"". كروسرف، 1973."
الأديان الميسوآمريكية: علم الكون الأزتك والمايا، التضحية، والتقويم المقدس.,https://smarticle.tech/ar/article/mesoamerican-religions-aztec-and-maya-cosmology-sacrifice-and-sacred-calend-202605180203,Ancient Religions,Quetzalcoatl and the irony of empire,https://archive.org/details/quetzalcoatliron0000carr,Quetzalcoatl and the irony of empire. بقلم David Carrasco. (1982). — University of Chicago Press. ردمك: 0226094901
الأديان الميسوآمريكية: علم الكون الأزتك والمايا، التضحية، والتقويم المقدس.,https://smarticle.tech/ar/article/mesoamerican-religions-aztec-and-maya-cosmology-sacrifice-and-sacred-calend-202605180203,Ancient Religions,Landscape and power in ancient Mesoamerica,https://openlibrary.org/works/OL16483175W,Landscape and power in ancient Mesoamerica. بقلم Rex Koontz. (2001). — Avalon Publishing. ردمك: 9780429990120
الأديان الميسوآمريكية: علم الكون الأزتك والمايا، التضحية، والتقويم المقدس.,https://smarticle.tech/ar/article/mesoamerican-religions-aztec-and-maya-cosmology-sacrifice-and-sacred-calend-202605180203,Ancient Religions,Native Mesoamerican spirituality,https://openlibrary.org/works/OL18432774W,Native Mesoamerican spirituality. بقلم Miguel León Portilla. (1980). — Paulist Press
الأديان الميسوآمريكية: علم الكون الأزتك والمايا، التضحية، والتقويم المقدس.,https://smarticle.tech/ar/article/mesoamerican-religions-aztec-and-maya-cosmology-sacrifice-and-sacred-calend-202605180203,Ancient Religions,The cost of courage in Aztec society,https://archive.org/details/costofcourageina0000clen,The cost of courage in Aztec society. بقلم Inga Clendinnen. (2010). — Cambridge University Press. ردمك: 9781283715690
الأديان الميسوآمريكية: علم الكون الأزتك والمايا، التضحية، والتقويم المقدس.,https://smarticle.tech/ar/article/mesoamerican-religions-aztec-and-maya-cosmology-sacrifice-and-sacred-calend-202605180203,Ancient Religions,Stone houses and earth lords,https://archive.org/details/stonehousesearth00keit,Stone houses and earth lords. بقلم James E. Brady. (2005). — University Press of Colorado. ردمك: 9781646421855
الأديان الميسوآمريكية: علم الكون الأزتك والمايا، التضحية، والتقويم المقدس.,https://smarticle.tech/ar/article/mesoamerican-religions-aztec-and-maya-cosmology-sacrifice-and-sacred-calend-202605180203,Ancient Religions,The flayed God,https://openlibrary.org/works/OL550932W,The flayed God. بقلم Roberta H. Markman، Peter T. Markman. (1992). — HarperSanFrancisco. ردمك: 0062507494
الأديان الميسوآمريكية: علم الكون الأزتك والمايا، التضحية، والتقويم المقدس.,https://smarticle.tech/ar/article/mesoamerican-religions-aztec-and-maya-cosmology-sacrifice-and-sacred-calend-202605180203,Ancient Religions,Mesoamerican ritual economy,https://archive.org/details/mesoamericanritu00echr,Mesoamerican ritual economy. بقلم E. Christian Wells. (2006). — University Press of Colorado. ردمك: 9780870818714
الأديان الميسوآمريكية: علم الكون الأزتك والمايا، التضحية، والتقويم المقدس.,https://smarticle.tech/ar/article/mesoamerican-religions-aztec-and-maya-cosmology-sacrifice-and-sacred-calend-202605180203,Ancient Religions,"Indigenous Bodies, Maya Minds",https://openlibrary.org/works/OL20231162W,"Indigenous Bodies, Maya Minds. بقلم C. James MacKenzie. (2016). — Institute for Mesoamerican Studies. ردمك: 1607323931"
الأديان الميسوآمريكية: علم الكون الأزتك والمايا، التضحية، والتقويم المقدس.,https://smarticle.tech/ar/article/mesoamerican-religions-aztec-and-maya-cosmology-sacrifice-and-sacred-calend-202605180203,Ancient Religions,Eating Landscapes: Human Sacrifice and Sustenance in Aztec Mexico,https://doi.org/10.5040/9781474220118.ch-010,"أرنولد، فيليب ب. ""تناول المناظر الطبيعية: التضحية البشرية والتغذية في المكسيك الأزتيكية"". كروسريف، 2014."
الأديان الميسوآمريكية: علم الكون الأزتك والمايا، التضحية، والتقويم المقدس.,https://smarticle.tech/ar/article/mesoamerican-religions-aztec-and-maya-cosmology-sacrifice-and-sacred-calend-202605180203,Ancient Religions,"Human Sacrifice and Two Imaginative Worlds, Aztec and Christian",https://doi.org/10.1093/acprof:oso/9780199659289.003.0012,"ديفيد براون. ""التضحية البشرية وعالمين تخيليين، أزتيكي ومسيحي"". كروسريف، 2013."
علم الظواهر الدينية: المقدس والملوث، الطقوس، والتجربة الدينية.,https://smarticle.tech/ar/article/phenomenology-of-religion-sacred-and-profane-ritual-and-religious-experienc-202605180212,Religious Studies,Phänomenologie des Geistes,https://archive.org/details/phanomenologiede00hege,Phänomenologie des Geistes. بقلم Georg Wilhelm Friedrich Hegel. (1907). — P. Owen. ردمك: 0041930037
علم الظواهر الدينية: المقدس والملوث، الطقوس، والتجربة الدينية.,https://smarticle.tech/ar/article/phenomenology-of-religion-sacred-and-profane-ritual-and-religious-experienc-202605180212,Religious Studies,The collected works of C.G. Jung,https://archive.org/details/collectedworksof00jung,The collected works of C.G. Jung. بقلم Carl Gustav Jung. (1953). — Routledge & K. Paul. ردمك: 0710016441
علم الظواهر الدينية: المقدس والملوث، الطقوس، والتجربة الدينية.,https://smarticle.tech/ar/article/phenomenology-of-religion-sacred-and-profane-ritual-and-religious-experienc-202605180212,Religious Studies,Scientific Reference,https://archive.org/details/aionresearchesin0009_part2,Aion. بقلم Carl Gustav Jung، Gerhard Adler، R. F.C. Hull. (1951). — Princeton University Press. ردمك: 071006294X
علم الظواهر الدينية: المقدس والملوث، الطقوس، والتجربة الدينية.,https://smarticle.tech/ar/article/phenomenology-of-religion-sacred-and-profane-ritual-and-religious-experienc-202605180212,Religious Studies,Beyond Personal Identity,https://archive.org/details/beyondpersonalid0000kopf,Beyond Personal Identity. بقلم Gereon Kopf. (2001). — RoutledgeCurzon. ردمك: 9780203358405
علم الظواهر الدينية: المقدس والملوث، الطقوس، والتجربة الدينية.,https://smarticle.tech/ar/article/phenomenology-of-religion-sacred-and-profane-ritual-and-religious-experienc-202605180212,Religious Studies,Religion,https://openlibrary.org/works/OL8477817W,Religion. بقلم Steven J. Sutcliffe. (2004). — Taylor & Francis Group. ردمك: 1351904817
علم الظواهر الدينية: المقدس والملوث، الطقوس، والتجربة الدينية.,https://smarticle.tech/ar/article/phenomenology-of-religion-sacred-and-profane-ritual-and-religious-experienc-202605180212,Religious Studies,Husserl and Spatiality,https://openlibrary.org/works/OL25327904W,Husserl and Spatiality. بقلم Tao DuFour. (2021). — Routledge. ردمك: 9781351116121
علم الظواهر الدينية: المقدس والملوث، الطقوس، والتجربة الدينية.,https://smarticle.tech/ar/article/phenomenology-of-religion-sacred-and-profane-ritual-and-religious-experienc-202605180212,Religious Studies,Performative Ground of Religion and Theatre,https://openlibrary.org/works/OL22147758W,Performative Ground of Religion and Theatre. بقلم David V. Mason. (2018). — Taylor & Francis Group. ردمك: 9781351785839
علم الظواهر الدينية: المقدس والملوث، الطقوس، والتجربة الدينية.,https://smarticle.tech/ar/article/phenomenology-of-religion-sacred-and-profane-ritual-and-religious-experienc-202605180212,Religious Studies,Phenomenology and the Post-Secular Turn,https://openlibrary.org/works/OL21352923W,Phenomenology and the Post-Secular Turn. بقلم Michael Staudigl، Jason W. Alvis. (2018). — Taylor & Francis Group. ردمك: 1138543160
علم الظواهر الدينية: المقدس والملوث، الطقوس، والتجربة الدينية.,https://smarticle.tech/ar/article/phenomenology-of-religion-sacred-and-profane-ritual-and-religious-experienc-202605180212,Religious Studies,An introduction to the phenomenology of religion,https://openlibrary.org/works/OL18595775W,"An introduction to the phenomenology of religion. بقلم Cox, James L.. (2010). — Continuum. ردمك: 9781441171597"
علم الظواهر الدينية: المقدس والملوث، الطقوس، والتجربة الدينية.,https://smarticle.tech/ar/article/phenomenology-of-religion-sacred-and-profane-ritual-and-religious-experienc-202605180212,Religious Studies,Experimental Introduction to Japanese Philosophy and Phenomenology,https://openlibrary.org/works/OL34054891W,Experimental Introduction to Japanese Philosophy and Phenomenology. بقلم Yuko Ishihara، Monika Kirloskar-Steinbach، Steven A. Tainer. (2023). — Bloomsbury Academic & Professional. ردمك: 135029828X
علم الاجتماع الديني: العلمنة، الانتعاش الديني، والإيمان المؤسسي.,https://smarticle.tech/ar/article/sociology-of-religion-secularisation-religious-revival-and-institutional-fa-202605180221,Religious Studies,The Golden Bough,https://archive.org/details/goldenboughvolxi029849mbp,The Golden Bough. بقلم James George Frazer. (1890). — MacMillan Publishing. ردمك: 9781442139428
علم الاجتماع الديني: العلمنة، الانتعاش الديني، والإيمان المؤسسي.,https://smarticle.tech/ar/article/sociology-of-religion-secularisation-religious-revival-and-institutional-fa-202605180221,Religious Studies,Religion and the Rise of Capitalism,https://archive.org/details/bwb_P9-EEA-864,Religion and the Rise of Capitalism. بقلم Richard H. Tawney. (1926). — Editorial Revista de derecho privado. ردمك: 9780844614465
علم الاجتماع الديني: العلمنة، الانتعاش الديني، والإيمان المؤسسي.,https://smarticle.tech/ar/article/sociology-of-religion-secularisation-religious-revival-and-institutional-fa-202605180221,Religious Studies,Discours sur l'ensemble du positivisme,https://archive.org/details/cu31924031175080,Discours sur l'ensemble du positivisme. بقلم Auguste Comte. (1848). — Academic Reprints. ردمك: 9780343454272
علم الاجتماع الديني: العلمنة، الانتعاش الديني، والإيمان المؤسسي.,https://smarticle.tech/ar/article/sociology-of-religion-secularisation-religious-revival-and-institutional-fa-202605180221,Religious Studies,Introduction to the Science of Sociology,https://www.gutenberg.org/ebooks/28496,"Introduction to the Science of Sociology. بقلم Park, Robert Ezra، Burgess, E. W. (Ernest Watson). — Project Gutenberg"
علم الاجتماع الديني: العلمنة، الانتعاش الديني، والإيمان المؤسسي.,https://smarticle.tech/ar/article/sociology-of-religion-secularisation-religious-revival-and-institutional-fa-202605180221,Religious Studies,Escape from Freedom,https://archive.org/details/elmiedolaliberta0000from,Escape from Freedom. بقلم Erich Fromm. (1941). — Steinberg. ردمك: 9781000384611
علم الاجتماع الديني: العلمنة، الانتعاش الديني، والإيمان المؤسسي.,https://smarticle.tech/ar/article/sociology-of-religion-secularisation-religious-revival-and-institutional-fa-202605180221,Religious Studies,One-Dimensional Man,https://archive.org/details/onedimensionalma00marc,One-Dimensional Man. بقلم Herbert Marcuse. (1963). — Minuit French. ردمك: 0349122849
علم الاجتماع الديني: العلمنة، الانتعاش الديني، والإيمان المؤسسي.,https://smarticle.tech/ar/article/sociology-of-religion-secularisation-religious-revival-and-institutional-fa-202605180221,Religious Studies,The courage to be,https://archive.org/details/couragetobe100till,The courage to be. بقلم Paul Tillich. (1952). — Yale. ردمك: 9780300084719
علم الاجتماع الديني: العلمنة، الانتعاش الديني، والإيمان المؤسسي.,https://smarticle.tech/ar/article/sociology-of-religion-secularisation-religious-revival-and-institutional-fa-202605180221,Religious Studies,Emile Durkheim and the Sociology of Religion,https://doi.org/10.1093/oxfordhb/9780190679354.013.18,"م. كوينغ. ""إميل دوركهايم وعلم اجتماع الدين"". *semantic_scholar_foundational*، 2020."
علم الاجتماع الديني: العلمنة، الانتعاش الديني، والإيمان المؤسسي.,https://smarticle.tech/ar/article/sociology-of-religion-secularisation-religious-revival-and-institutional-fa-202605180221,Religious Studies,Gendering Secularization Theory,https://doi.org/10.1177/0037768607089738,"ليندا وودهيد. ""تذكير نظرية العلمنة"". *semantic_scholar_foundational*، 2008."
علم الاجتماع الديني: العلمنة، الانتعاش الديني، والإيمان المؤسسي.,https://smarticle.tech/ar/article/sociology-of-religion-secularisation-religious-revival-and-institutional-fa-202605180221,Religious Studies,Critical Religion and the Sociology of Religion,https://doi.org/10.1163/15700682-bja10131,"وارن إس. غولدشتاين. ""الدين النقدي وعلم اجتماع الدين"". *semantic_scholar_foundational*، 2024."
أنثروبولوجيا الدين: الأسطورة والرمز والوظائف الثقافية للإيمان,https://smarticle.tech/ar/article/anthropology-of-religion-myth-symbol-and-the-cultural-functions-of-belief-202605180228,Religious Studies,Philosophical essays concerning human understanding,https://archive.org/details/enquiryconcernin01hume,Philosophical essays concerning human understanding. بقلم David Hume. (1900). — IndoEuropeanPublishing.com. ردمك: 9781551118024
أنثروبولوجيا الدين: الأسطورة والرمز والوظائف الثقافية للإيمان,https://smarticle.tech/ar/article/anthropology-of-religion-myth-symbol-and-the-cultural-functions-of-belief-202605180228,Religious Studies,Del sentimiento trágico de la vida en los hombres y en los pueblos,https://archive.org/details/delsentimientotr00unam_0,Del sentimiento trágico de la vida en los hombres y en los pueblos. بقلم Miguel de Unamuno. (1900). — Aguilar. ردمك: 9788420601687
