Academic Concept,Concept URL,Subcategory,Reference Title,Reference URL,Citation
Molecular Biology: DNA Replication and Gene Expression,https://smarticle.tech/en/article/molecular-biology-dna-replication-and-gene-expression-202605161543,Biology,Introduction to genetic analysis,https://archive.org/details/studentcompanion00lave,"Introduction to genetic analysis. by Anthony J. F. Griffiths, Susan R. Wessler, Richard C. Lewontin. (1993). — Palgrave Macmillan Limited. ISBN: 9780716731146"
Molecular Biology: DNA Replication and Gene Expression,https://smarticle.tech/en/article/molecular-biology-dna-replication-and-gene-expression-202605161543,Biology,The double helix,https://archive.org/details/diedoppelhelixei0000wats,"The double helix. by James D. Watson, Grover Gardner narrator, Alexander Gann. (1968). — Jin ri shi jie she. ISBN: 0451618238"
Molecular Biology: DNA Replication and Gene Expression,https://smarticle.tech/en/article/molecular-biology-dna-replication-and-gene-expression-202605161543,Biology,Introduction to experimental biophysics,https://openlibrary.org/works/OL16532827W,"Introduction to experimental biophysics. by Jay L. Nadeau. (2012). — CRC, Taylor & Francis Group. ISBN: 1315156598"
Molecular Biology: DNA Replication and Gene Expression,https://smarticle.tech/en/article/molecular-biology-dna-replication-and-gene-expression-202605161543,Biology,Essential Cell Biology,https://archive.org/details/essentialcellbio0000unse_i5j6,"Essential Cell Biology. by Bruce Alberts, Dennis Bray, Karen Hopkin. (1997). — Garland Pub.. ISBN: 9780815345251"
Molecular Biology: DNA Replication and Gene Expression,https://smarticle.tech/en/article/molecular-biology-dna-replication-and-gene-expression-202605161543,Biology,Progress in nucleic acid research and molecular biology,https://openlibrary.org/works/OL16974146W,"Progress in nucleic acid research and molecular biology. by Waldo E. Cohn, Kivie Moldave. (1974). — Elsevier Science & Technology Books. ISBN: 0080863329"
Molecular Biology: DNA Replication and Gene Expression,https://smarticle.tech/en/article/molecular-biology-dna-replication-and-gene-expression-202605161543,Biology,The Mechanisms of Epigenetic Modifications During DNA Replication,https://doi.org/10.5772/51592,"Takeo Kubota, Kunio Miyake, Takae Hirasawa. ""The Mechanisms of Epigenetic Modifications During DNA Replication"". crossref, 2013."
Molecular Biology: DNA Replication and Gene Expression,https://smarticle.tech/en/article/molecular-biology-dna-replication-and-gene-expression-202605161543,Biology,Chromatin and Regulation of Gene Expression,https://doi.org/10.1007/978-0-387-40049-5_5,"Joseph H. Taube, Michelle Craig Barton. ""Chromatin and Regulation of Gene Expression"". crossref, 2006."
Molecular Biology: DNA Replication and Gene Expression,https://smarticle.tech/en/article/molecular-biology-dna-replication-and-gene-expression-202605161543,Biology,DNA Replication and Transcription,https://doi.org/10.1002/3527600906.mcb.200300160,"Nakabeppu, Yusaku; Maki, Hisaji; Sekiguchi, Mutsuo. ""DNA Replication and Transcription"". crossref, 2006."
Molecular Biology: DNA Replication and Gene Expression,https://smarticle.tech/en/article/molecular-biology-dna-replication-and-gene-expression-202605161543,Biology,"Stable DNA replication: interplay between DNA replication, homologous recombination, and transcription.",https://doi.org/10.1128/.61.2.212-238.1997,"Kogoma, T. ""Stable DNA replication: interplay between DNA replication, homologous recombination, and transcription"". *ASM Journals*, 1997."
"Genetics, Genomic Sequencing, and Heredity",https://smarticle.tech/en/article/genetics-genomic-sequencing-and-heredity-202605161551,Biology,On the origin of species by means of natural selection,https://archive.org/details/originofspeciesb00darw_0,On the origin of species by means of natural selection. by Charles Darwin. (1859). — Collier Books. ISBN: 9780460108119
"Genetics, Genomic Sequencing, and Heredity",https://smarticle.tech/en/article/genetics-genomic-sequencing-and-heredity-202605161551,Biology,Problems of Genetics,https://www.gutenberg.org/ebooks/44582,"Problems of Genetics. by Bateson, William. — Project Gutenberg"
"Genetics, Genomic Sequencing, and Heredity",https://smarticle.tech/en/article/genetics-genomic-sequencing-and-heredity-202605161551,Biology,Essays Upon Heredity and Kindred Biological Problems: Authorised Translation,https://www.gutenberg.org/ebooks/48132,"Essays Upon Heredity and Kindred Biological Problems: Authorised Translation. by Weismann, August. — Project Gutenberg"
"Genetics, Genomic Sequencing, and Heredity",https://smarticle.tech/en/article/genetics-genomic-sequencing-and-heredity-202605161551,Biology,The Genetic Effects of Radiation,https://www.gutenberg.org/ebooks/55738,"The Genetic Effects of Radiation. by Asimov, Isaac, Dobzhansky, Theodosius. — Project Gutenberg"
"Genetics, Genomic Sequencing, and Heredity",https://smarticle.tech/en/article/genetics-genomic-sequencing-and-heredity-202605161551,Biology,The Autobiography of Benjamin Franklin,https://archive.org/details/autobiographyofb0000fran_s6g2,The Autobiography of Benjamin Franklin. by Benjamin Franklin. (1791). — Collier Books. ISBN: 9781693203336
"Genetics, Genomic Sequencing, and Heredity",https://smarticle.tech/en/article/genetics-genomic-sequencing-and-heredity-202605161551,Biology,Being Well-Born: An Introduction to Eugenics,https://www.gutenberg.org/ebooks/39751,"Being Well-Born: An Introduction to Eugenics. by Guyer, Michael F. (Michael Frederic). — Project Gutenberg"
Geology and Plate Tectonics,https://smarticle.tech/en/article/geology-and-plate-tectonics-202605161559,Earth Sciences,Physical geology,https://archive.org/details/physicalgeology0000plum_w3h1,Physical geology. by Charles C. Plummer. (1979). — WCB/McGraw-Hill. ISBN: 9780697138071
Geology and Plate Tectonics,https://smarticle.tech/en/article/geology-and-plate-tectonics-202605161559,Earth Sciences,The Continental Drift Controversy,https://openlibrary.org/works/OL20594464W,The Continental Drift Controversy. by Henry R. Frankel. (2012). — Cambridge University Press. ISBN: 9781316616512
Geology and Plate Tectonics,https://smarticle.tech/en/article/geology-and-plate-tectonics-202605161559,Earth Sciences,Parks and Plates,https://archive.org/details/parksplatesgeolo0000lill,Parks and Plates. by Robert J. Lillie. (2005). — W. W. Norton & Company. ISBN: 9780393924077
Geology and Plate Tectonics,https://smarticle.tech/en/article/geology-and-plate-tectonics-202605161559,Earth Sciences,Plate tectonics & crustal evolution,https://archive.org/details/platetectonicscr0000cond_c5i0,Plate tectonics & crustal evolution. by Kent C. Condie. (1976). — Butterworth Heinemann. ISBN: 9781322252179
Geology and Plate Tectonics,https://smarticle.tech/en/article/geology-and-plate-tectonics-202605161559,Earth Sciences,Assembling California,https://archive.org/details/assemblingcalifo00mcph,"Assembling California. by John McPhee. (1993). — Farrar, Straus and Giroux. ISBN: 9780374703691"
Geology and Plate Tectonics,https://smarticle.tech/en/article/geology-and-plate-tectonics-202605161559,Earth Sciences,Tectonic processes,https://archive.org/details/tectonicprocesse0000weym,Tectonic processes. by Darrell Weyman. (1981). — Allen & Unwin. ISBN: 9781003028703
Geology and Plate Tectonics,https://smarticle.tech/en/article/geology-and-plate-tectonics-202605161559,Earth Sciences,Proceedings of the 30th International Geological Congress,https://openlibrary.org/works/OL942035W,"Proceedings of the 30th International Geological Congress. by International Geological Congress (30th 1996 Beijing, China). (1997). — Di zhi chu ban she. ISBN: 9787116027084"
Geology and Plate Tectonics,https://smarticle.tech/en/article/geology-and-plate-tectonics-202605161559,Earth Sciences,Global Tectonics with Rigid Plates: Foundations and Limitations,https://doi.org/10.1007/978-3-642-56396-6_2,"António Ribeiro, António Mateus. ""Global Tectonics with Rigid Plates: Foundations and Limitations"". crossref, 2002."
Geology and Plate Tectonics,https://smarticle.tech/en/article/geology-and-plate-tectonics-202605161559,Earth Sciences,Geological structure and plate tectonics,https://doi.org/10.1007/978-94-011-6576-1_15,"Park, R. G. ""Geological structure and plate tectonics"". crossref, 1989."
Geology and Plate Tectonics,https://smarticle.tech/en/article/geology-and-plate-tectonics-202605161559,Earth Sciences,Earthquakes and plate tectonics,https://doi.org/10.1016/b978-0-12-815679-7.00010-0,"Ammon, C. J., Velasco, A. A., Lay, T., Wallace, T. C. ""Earthquakes and plate tectonics"". crossref, 2021."
Seismology: Earthquake Mechanisms and Earth's Interior Structure,https://smarticle.tech/en/article/seismology-earthquake-mechanisms-and-earth-s-interior-structure-202605190356,Earth Sciences,An introduction to the theory of seismology,https://archive.org/details/introductiontoth0000bull,An introduction to the theory of seismology. by K. E. Bullen. (1947). — Cambridge University Press. ISBN: 0521283892
Seismology: Earthquake Mechanisms and Earth's Interior Structure,https://smarticle.tech/en/article/seismology-earthquake-mechanisms-and-earth-s-interior-structure-202605190356,Earth Sciences,Introduction to Seismology,https://openlibrary.org/works/OL19350256W,Introduction to Seismology. by Peter M. Shearer. (2009). — University of Cambridge ESOL Examinations. ISBN: 0521708427
Seismology: Earthquake Mechanisms and Earth's Interior Structure,https://smarticle.tech/en/article/seismology-earthquake-mechanisms-and-earth-s-interior-structure-202605190356,Earth Sciences,Proceedings of the 30th International Geological Congress,https://openlibrary.org/works/OL942035W,"Proceedings of the 30th International Geological Congress. by International Geological Congress (30th 1996 Beijing, China). (1997). — VSP. ISBN: 9787116027503"
Seismology: Earthquake Mechanisms and Earth's Interior Structure,https://smarticle.tech/en/article/seismology-earthquake-mechanisms-and-earth-s-interior-structure-202605190356,Earth Sciences,Advances in geophysics [51],https://openlibrary.org/works/OL19824447W,"Advances in geophysics [51]. by Haruo Sato, Renata Dmowska. (1991). — Elsevier Science & Technology Books. ISBN: 0080568637"
Seismology: Earthquake Mechanisms and Earth's Interior Structure,https://smarticle.tech/en/article/seismology-earthquake-mechanisms-and-earth-s-interior-structure-202605190356,Earth Sciences,Terrestrial magnetism,https://archive.org/details/n20terrestrialma00uscouoft,Terrestrial magnetism. by U.S. Coast and Geodetic Survey.. (1910). — Govt print. off.
Seismology: Earthquake Mechanisms and Earth's Interior Structure,https://smarticle.tech/en/article/seismology-earthquake-mechanisms-and-earth-s-interior-structure-202605190356,Earth Sciences,Canadian Earthquakes,https://openlibrary.org/works/OL13494475W,Canadian Earthquakes. by Seismological Service of Canada.. (1961). — Sine nomine
Seismology: Earthquake Mechanisms and Earth's Interior Structure,https://smarticle.tech/en/article/seismology-earthquake-mechanisms-and-earth-s-interior-structure-202605190356,Earth Sciences,Canadian Seismograph Operations,https://openlibrary.org/works/OL13494474W,Canadian Seismograph Operations. by Seismological Service of Canada.. (1975). — Sine nomine
Seismology: Earthquake Mechanisms and Earth's Interior Structure,https://smarticle.tech/en/article/seismology-earthquake-mechanisms-and-earth-s-interior-structure-202605190356,Earth Sciences,Bibliography of Seismology,https://openlibrary.org/works/OL13491332W,Bibliography of Seismology. by Canada. Dept. of Mines and Resources. Surveys and Engineering Branch.
Seismology: Earthquake Mechanisms and Earth's Interior Structure,https://smarticle.tech/en/article/seismology-earthquake-mechanisms-and-earth-s-interior-structure-202605190356,Earth Sciences,The Structure of the Earth's Interior,https://doi.org/10.1016/b978-0-444-99646-6.50011-0,"Anderson, D. L. ""The Structure of the Earth's Interior"". *Crossref*, 1984."
Seismology: Earthquake Mechanisms and Earth's Interior Structure,https://smarticle.tech/en/article/seismology-earthquake-mechanisms-and-earth-s-interior-structure-202605190356,Earth Sciences,Structure and Dynamics of Earth's Deep Interior,https://doi.org/10.1029/gm046,"H. Kanamori et al. ""Structure and Dynamics of Earth's Deep Interior"". Geophysical Monograph Series, 1988."
Chemical Oceanography and Deep-Sea Ecosystems,https://smarticle.tech/en/article/chemical-oceanography-and-deep-sea-ecosystems-202605190404,Earth Sciences,Systematic inorganic chemistry from the standpoint of the periodic law,https://archive.org/details/systematicinorga0000rmca,Systematic inorganic chemistry from the standpoint of the periodic law. by R. M. Caven. (1906). — Van Nostrand. ISBN: 9781021782267
Chemical Oceanography and Deep-Sea Ecosystems,https://smarticle.tech/en/article/chemical-oceanography-and-deep-sea-ecosystems-202605190404,Earth Sciences,Treatise on geochemistry,https://openlibrary.org/works/OL18418896W,"Treatise on geochemistry. by Heinrich D. Holland, Karl K. Turekian, J.I. Drever. (2003). — Elsevier. ISBN: 9780080443362"
Chemical Oceanography and Deep-Sea Ecosystems,https://smarticle.tech/en/article/chemical-oceanography-and-deep-sea-ecosystems-202605190404,Earth Sciences,Introduction to Marine Biogeochemistry,https://openlibrary.org/works/OL21419358W,Introduction to Marine Biogeochemistry. by Susan Libes. (2011). — Elsevier Science & Technology Books. ISBN: 9780080916644
Chemical Oceanography and Deep-Sea Ecosystems,https://smarticle.tech/en/article/chemical-oceanography-and-deep-sea-ecosystems-202605190404,Earth Sciences,An introduction to the chemistry of the sea,https://openlibrary.org/works/OL2714869W,An introduction to the chemistry of the sea. by Michael E. Q. Pilson. (1998). — Prentice Hall. ISBN: 9780132589710
Chemical Oceanography and Deep-Sea Ecosystems,https://smarticle.tech/en/article/chemical-oceanography-and-deep-sea-ecosystems-202605190404,Earth Sciences,Comprehensive Natural Products Chemistry,https://archive.org/details/comprehensivenat0008unse,"Comprehensive Natural Products Chemistry. by Susumu Nishimura, Barton, Derek Sir, Otto Meth-Cohn. (1999). — Pergamon. ISBN: 008042709X"
Chemical Oceanography and Deep-Sea Ecosystems,https://smarticle.tech/en/article/chemical-oceanography-and-deep-sea-ecosystems-202605190404,Earth Sciences,Phycotoxins,https://archive.org/details/phycotoxinschemi0000unse,"Phycotoxins. by Luis M. Botana. (2007). — Wiley & Sons, Incorporated, John. ISBN: 9781118500330"
Chemical Oceanography and Deep-Sea Ecosystems,https://smarticle.tech/en/article/chemical-oceanography-and-deep-sea-ecosystems-202605190404,Earth Sciences,Glossary of Chemical Oceanography Terms,https://doi.org/10.1201/b14753-12,"Glossary of Chemical Oceanography Terms. ""Glossary of Chemical Oceanography Terms"". Crossref, 2013."
Cosmology and the Origin of the Universe,https://smarticle.tech/en/article/cosmology-and-the-origin-of-the-universe-202605190412,Astronomy & Space,The secret doctrine,https://archive.org/details/indxsecretdoctri00blav,The secret doctrine. by Елена Петровна Блаватская. (1888). — Theosophical Soc.. ISBN: 9780835675253
Cosmology and the Origin of the Universe,https://smarticle.tech/en/article/cosmology-and-the-origin-of-the-universe-202605190412,Astronomy & Space,De rerum natura,https://archive.org/details/delanatur00lucr,De rerum natura. by Titus Lucretius Carus. (1486). — Franklin Classics. ISBN: 9780192817617
Cosmology and the Origin of the Universe,https://smarticle.tech/en/article/cosmology-and-the-origin-of-the-universe-202605190412,Astronomy & Space,Eureka,https://archive.org/details/eureka_ss_1807_librivox,Eureka. by Edgar Allan Poe. (1848). — Sonzogno. ISBN: 1654972258
Cosmology and the Origin of the Universe,https://smarticle.tech/en/article/cosmology-and-the-origin-of-the-universe-202605190412,Astronomy & Space,The theory of everything,https://archive.org/details/teoriadeltodola0000hawk,The theory of everything. by Stephen Hawking. (2002). — Phoenix Books. ISBN: 9789896162931
Cosmology and the Origin of the Universe,https://smarticle.tech/en/article/cosmology-and-the-origin-of-the-universe-202605190412,Astronomy & Space,Telluris theoria sacra,https://archive.org/details/sacredtheoryofea01burn,"Telluris theoria sacra. by Thomas Burnet. (1673). — Printed by R.Norton, for Walter Kettilby"
Cosmology and the Origin of the Universe,https://smarticle.tech/en/article/cosmology-and-the-origin-of-the-universe-202605190412,Astronomy & Space,A Brief History of Time,https://archive.org/details/krotkahistoriacz0000hawk,A Brief History of Time. by Stephen Hawking. (1988). — W H Freeman & Co (Sd). ISBN: 1558001131
Cosmology and the Origin of the Universe,https://smarticle.tech/en/article/cosmology-and-the-origin-of-the-universe-202605190412,Astronomy & Space,Star Maker,https://archive.org/details/starmaker00stap,Star Maker. by Olaf Stapledon. (1937). — Wesleyan University Press. ISBN: 9780819566935
Cosmology and the Origin of the Universe,https://smarticle.tech/en/article/cosmology-and-the-origin-of-the-universe-202605190412,Astronomy & Space,Pitfall of Space Expansion-Comprehensive Study Of Mysteries In Science,https://openlibrary.org/works/OL17228159W,Pitfall of Space Expansion-Comprehensive Study Of Mysteries In Science. by Cres Huang. (2014). — Cres Huang. ISBN: 9574320421
Cosmology and the Origin of the Universe,https://smarticle.tech/en/article/cosmology-and-the-origin-of-the-universe-202605190412,Astronomy & Space,From Redshift to Cosmic Background Radiation-Comprehensive Study Of Mysteries In Science,https://openlibrary.org/works/OL17228166W,From Redshift to Cosmic Background Radiation-Comprehensive Study Of Mysteries In Science. by Cres Huang. (2014). — Cres Huang. ISBN: 9574320456
Cosmology and the Origin of the Universe,https://smarticle.tech/en/article/cosmology-and-the-origin-of-the-universe-202605190412,Astronomy & Space,The Quantum Origin of the Universe,https://doi.org/10.1007/978-94-009-4015-4_1,"Moss, Ian. ""The Quantum Origin of the Universe"". crossref, 1988."
Stellar Evolution: From Nebulae to Black Holes,https://smarticle.tech/en/article/stellar-evolution-from-nebulae-to-black-holes-202605190423,Astronomy & Space,Stellar Evolution Physics,https://openlibrary.org/works/OL25678398W,Stellar Evolution Physics. by Icko Iben. (2012). — Cambridge University Press. ISBN: 1283812428
Stellar Evolution: From Nebulae to Black Holes,https://smarticle.tech/en/article/stellar-evolution-from-nebulae-to-black-holes-202605190423,Astronomy & Space,Introduction to Stellar Astrophysics,https://openlibrary.org/works/OL8321349W,Introduction to Stellar Astrophysics. by Erika Böhm-Vitense. (1990). — Cambridge University Press. ISBN: 9780511623028
Stellar Evolution: From Nebulae to Black Holes,https://smarticle.tech/en/article/stellar-evolution-from-nebulae-to-black-holes-202605190423,Astronomy & Space,Stellar structure and evolution,https://openlibrary.org/works/OL11331885W,Stellar structure and evolution. by Rudolf Kippenhahn. (1990). — Springer-Verlag. ISBN: 9783642445248
Stellar Evolution: From Nebulae to Black Holes,https://smarticle.tech/en/article/stellar-evolution-from-nebulae-to-black-holes-202605190423,Astronomy & Space,"Astronomy, from the earth to the universe",https://archive.org/details/astronomyfromear0000pasa,"Astronomy, from the earth to the universe. by Jay M. Pasachoff. (1979). — Brooks/Cole-Thomson Learning. ISBN: 0030081149"
Stellar Evolution: From Nebulae to Black Holes,https://smarticle.tech/en/article/stellar-evolution-from-nebulae-to-black-holes-202605190423,Astronomy & Space,The birth and death of the sun,https://openlibrary.org/works/OL1136295W,The birth and death of the sun. by George Gamow. (1940). — Viking. ISBN: 9780140120165
Stellar Evolution: From Nebulae to Black Holes,https://smarticle.tech/en/article/stellar-evolution-from-nebulae-to-black-holes-202605190423,Astronomy & Space,Pulsar astronomy,https://archive.org/details/pulsarastronomy0000lyne,"Pulsar astronomy. by A. G. Lyne, Andrew G. Lyne, Francis Graham-Smith. (1989). — Cambridge University Press. ISBN: 0521326818"
Stellar Evolution: From Nebulae to Black Holes,https://smarticle.tech/en/article/stellar-evolution-from-nebulae-to-black-holes-202605190423,Astronomy & Space,Formation and evolution of black holes in the galaxy,https://archive.org/details/formationevoluti00beth,"Formation and evolution of black holes in the galaxy. by Hans Albrecht Bethe, G. E. Brown, Chang-Hwan Lee. (2003). — World Scientific Pub Co Inc. ISBN: 9789812382504"
Stellar Evolution: From Nebulae to Black Holes,https://smarticle.tech/en/article/stellar-evolution-from-nebulae-to-black-holes-202605190423,Astronomy & Space,Formation and Evolution of Neutron Stars and Black Holes in Binary Systems,https://doi.org/10.1007/978-94-010-0548-7_13,"Heuvel, Edward. ""Formation and Evolution of Neutron Stars and Black Holes in Binary Systems"". crossref, 2001."
Stellar Evolution: From Nebulae to Black Holes,https://smarticle.tech/en/article/stellar-evolution-from-nebulae-to-black-holes-202605190423,Astronomy & Space,The Ecology of Black Holes in Star Clusters,https://doi.org/10.1201/9781420012095-15,"The Ecology of Black Holes in Star Clusters. ""The Ecology of Black Holes in Star Clusters"". crossref, 2006."
Stellar Evolution: From Nebulae to Black Holes,https://smarticle.tech/en/article/stellar-evolution-from-nebulae-to-black-holes-202605190423,Astronomy & Space,Stellar Evolution and Its Relations to Geological Time,https://www.gutenberg.org/ebooks/49200,"Stellar Evolution and Its Relations to Geological Time. by Croll, James. — Project Gutenberg"
Exoplanetary Science and the Search for Habitable Worlds,https://smarticle.tech/en/article/exoplanetary-science-and-the-search-for-habitable-worlds-202605190435,Astronomy & Space,Worlds Without End,https://openlibrary.org/works/OL28719364W,Worlds Without End. by Chris Impey. (2023). — MIT Press. ISBN: 0262373084
Exoplanetary Science and the Search for Habitable Worlds,https://smarticle.tech/en/article/exoplanetary-science-and-the-search-for-habitable-worlds-202605190435,Astronomy & Space,Planets,https://archive.org/details/planetsoursother0000encr,Planets. by Thérèse Encrenaz. (2014). — World Scientific. ISBN: 9789814525152
Exoplanetary Science and the Search for Habitable Worlds,https://smarticle.tech/en/article/exoplanetary-science-and-the-search-for-habitable-worlds-202605190435,Astronomy & Space,The Goldilocks zone,https://archive.org/details/goldilockszoneco0000labe,The Goldilocks zone. by Laura La Bella. (2016). — Rosen Publishing. ISBN: 9781499462982
Exoplanetary Science and the Search for Habitable Worlds,https://smarticle.tech/en/article/exoplanetary-science-and-the-search-for-habitable-worlds-202605190435,Astronomy & Space,Looking for Earths,https://archive.org/details/lookingforearths00boss,Looking for Earths. by Alan Boss. (1998). — Wiley. ISBN: 9780471184218
Exoplanetary Science and the Search for Habitable Worlds,https://smarticle.tech/en/article/exoplanetary-science-and-the-search-for-habitable-worlds-202605190435,Astronomy & Space,Exoplanets,https://openlibrary.org/works/OL25615595W,Exoplanets. by John W. Mason. (2010). — Springer. ISBN: 3642093280
Exoplanetary Science and the Search for Habitable Worlds,https://smarticle.tech/en/article/exoplanetary-science-and-the-search-for-habitable-worlds-202605190435,Astronomy & Space,Extra Solar Planets The Detection Formation Evolution And Dynamics Of Planetary Systems,https://openlibrary.org/works/OL17439410W,Extra Solar Planets The Detection Formation Evolution And Dynamics Of Planetary Systems. by Bonnie Steves. (2010). — Taylor & Francis Group. ISBN: 9781420083446
Exoplanetary Science and the Search for Habitable Worlds,https://smarticle.tech/en/article/exoplanetary-science-and-the-search-for-habitable-worlds-202605190435,Astronomy & Space,Habitability and Atmospheric Biosignatures in an Exoplanetary Context,https://doi.org/10.1142/9781800613140_0006,"Grenfell, John Lee. ""Habitability and Atmospheric Biosignatures in an Exoplanetary Context"". crossref, 2023."
Exoplanetary Science and the Search for Habitable Worlds,https://smarticle.tech/en/article/exoplanetary-science-and-the-search-for-habitable-worlds-202605190435,Astronomy & Space,Exoplanetary Biosignatures for Astrobiology,https://doi.org/10.1007/978-3-319-96175-0_11,"Grenfell, John Lee. ""Exoplanetary Biosignatures for Astrobiology"". *crossref*, 2018."
Carbon dioxide uptake in a eutrophic stratified reservoir: Freshwater carbon sequestration potential,https://smarticle.tech/en/article/carbon-dioxide-uptake-in-a-eutrophic-stratified-reservoir-freshwater-carbon-202605251640,Environmental Sciences,Carbon dioxide uptake in a eutrophic stratified reservoir: Freshwater carbon sequestration potential,https://doi.org/10.1016/j.heliyon.2023.e20322,"Carbon dioxide uptake in a eutrophic stratified reservoir: Freshwater carbon sequestration potential. Heliyon, 2023."
Carbon dioxide uptake in a eutrophic stratified reservoir: Freshwater carbon sequestration potential,https://smarticle.tech/en/article/carbon-dioxide-uptake-in-a-eutrophic-stratified-reservoir-freshwater-carbon-202605251640,Environmental Sciences,Carbon dioxide concentrations in eutrophic lakes: undersaturation implies atmospheric uptake,https://doi.org/10.5268/iw-1.2.366,"Carbon dioxide concentrations in eutrophic lakes: undersaturation implies atmospheric uptake""."
Carbon dioxide uptake in a eutrophic stratified reservoir: Freshwater carbon sequestration potential,https://smarticle.tech/en/article/carbon-dioxide-uptake-in-a-eutrophic-stratified-reservoir-freshwater-carbon-202605251640,Environmental Sciences,Carbon sink and source dynamics of a eutrophic deep lake using multiple flux observations over multiple years,https://doi.org/10.1002/lol2.10075,"Carbon sink and source dynamics of a eutrophic deep lake using multiple flux observations over multiple years""."
Carbon dioxide uptake in a eutrophic stratified reservoir: Freshwater carbon sequestration potential,https://smarticle.tech/en/article/carbon-dioxide-uptake-in-a-eutrophic-stratified-reservoir-freshwater-carbon-202605251640,Environmental Sciences,Isolation of high-CO2-acclimated Micractinium sp. strains from eutrophic reservoir water,https://doi.org/10.1016/j.algal.2018.07.015,"Isolation of high-CO2-acclimated Micractinium sp. strains from eutrophic reservoir water. Algal Research, 2018."
Uncertainties in the effects of organic aerosol coatings on polycyclic aromatic hydrocarbon concentrations and their estimated health effects,https://smarticle.tech/en/article/uncertainties-in-the-effects-of-organic-aerosol-coatings-on-polycyclic-arom-202605251655,Environmental Sciences,Uncertainties in the effects of organic aerosol coatings on polycyclic aromatic hydrocarbon concentrations and their estimated health effects,https://doi.org/10.5194/acp-25-8163-2025,"Zhang, Y., Wang, Y., Li, J., Wang, L., Wang, X., Li, M., ... & Ge, M. ""Uncertainties in the effects of organic aerosol coatings on polycyclic aromatic hydrocarbon concentrations and their estimated health effects"". Atmospheric Chemistry and Physics, 2025."
Uncertainties in the effects of organic aerosol coatings on polycyclic aromatic hydrocarbon concentrations and their estimated health effects,https://smarticle.tech/en/article/uncertainties-in-the-effects-of-organic-aerosol-coatings-on-polycyclic-arom-202605251655,Environmental Sciences,"Supplementary material to ""Uncertainties in the effects of organic aerosol coatings on polycyclic aromatic hydrocarbon concentrations and their estima",https://doi.org/10.5194/egusphere-2024-3269-supplement,"Supplementary material to ""Uncertainties in the effects of organic aerosol coatings on polycyclic aromatic hydrocarbon concentrations and their estimated health effects""."
Uncertainties in the effects of organic aerosol coatings on polycyclic aromatic hydrocarbon concentrations and their estimated health effects,https://smarticle.tech/en/article/uncertainties-in-the-effects-of-organic-aerosol-coatings-on-polycyclic-arom-202605251655,Environmental Sciences,New and extended parameterization of the thermodynamic model AIOMFAC: calculation of activity coefficients for organic-inorganic mixtures containing c,https://doi.org/10.5194/acp-11-9155-2011,"New and extended parameterization of the thermodynamic model AIOMFAC: calculation of activity coefficients for organic-inorganic mixtures containing carboxyl, hydroxyl, carbonyl, ether, ester, alkenyl, alkyl, and aromatic functional groups""."
Uncertainties in the effects of organic aerosol coatings on polycyclic aromatic hydrocarbon concentrations and their estimated health effects,https://smarticle.tech/en/article/uncertainties-in-the-effects-of-organic-aerosol-coatings-on-polycyclic-arom-202605251655,Environmental Sciences,Particle-Phase Diffusion Modulates Partitioning of Semivolatile Organic Compounds to Aged Secondary Organic Aerosol,https://doi.org/10.1021/acs.est.9b05514.s001,"Particle-Phase Diffusion Modulates Partitioning of Semivolatile Organic Compounds to Aged Secondary Organic Aerosol""."
Uncertainties in the effects of organic aerosol coatings on polycyclic aromatic hydrocarbon concentrations and their estimated health effects,https://smarticle.tech/en/article/uncertainties-in-the-effects-of-organic-aerosol-coatings-on-polycyclic-arom-202605251655,Environmental Sciences,Gas–particle partitioning of organic compounds in the atmosphere,https://doi.org/10.1016/s0021-8502(98)00788-5,"Gas–particle partitioning of organic compounds in the atmosphere""."
From Coefficients to Distributions: De~Moivre and the Operational View of Probability,https://smarticle.tech/en/article/from-coefficients-to-distributions-de-moivre-and-the-operational-view-of-pr-202605272002,Mathematics,From Coefficients to Distributions: De~Moivre and the Operational View of Probability,https://arxiv.org/abs/2605.25227,"Labouriau, R. ""From Coefficients to Distributions: De~Moivre and the Operational View of Probability"". arxiv, 2026."
From Coefficients to Distributions: De~Moivre and the Operational View of Probability,https://smarticle.tech/en/article/from-coefficients-to-distributions-de-moivre-and-the-operational-view-of-pr-202605272002,Mathematics,Bernoulli's and De Moivre's Theorems,https://doi.org/10.1002/9781118548035.ch2,"Bernoulli's and De Moivre's Theorems. ""Bernoulli's and De Moivre's Theorems"". https://doi.org/10.1002/9781118548035.ch2."
From Coefficients to Distributions: De~Moivre and the Operational View of Probability,https://smarticle.tech/en/article/from-coefficients-to-distributions-de-moivre-and-the-operational-view-of-pr-202605272002,Mathematics,A note on De Moivre's limit theorems: Easy proofs,https://doi.org/10.1016/0167-7152(86)90094-5,"A note on De Moivre's limit theorems: Easy proofs""."
From Coefficients to Distributions: De~Moivre and the Operational View of Probability,https://smarticle.tech/en/article/from-coefficients-to-distributions-de-moivre-and-the-operational-view-of-pr-202605272002,Mathematics,"De Moivre, Gauss, and the Normal Curve (1730, 1809)",https://doi.org/10.1002/9781118314340.ch10,"De Moivre, Gauss, and the Normal Curve (1730, 1809). ""De Moivre, Gauss, and the Normal Curve (1730, 1809)""."
